time;pot_1;pot_2;pot_3;pot_4;pot_5;pot_6
2025-01-28 10:00:00 UTC;0;0;0;0;0;0
2025-01-28 10:03:00 UTC;0;0;0;0;0;0
2025-01-28 10:06:00 UTC;0;0;0;0;0;0
2025-01-28 10:09:00 UTC;0;0;0;0;0;0
2025-01-28 10:12:00 UTC;0;0;0;0;0;0
2025-01-28 10:15:00 UTC;0;0;0;0;0;0
2025-01-28 10:18:00 UTC;0;0;0;0;0;0
2025-01-28 10:21:00 UTC;0;0;0;0;0;0
2025-01-28 10:24:00 UTC;0;0;0;0;0;0
2025-01-28 10:27:00 UTC;0;0;0;0;0;0
2025-01-28 10:30:00 UTC;0;0;0;0;0;-1
2025-01-28 10:33:01 UTC;0;0;0;0;0;-1
2025-01-28 10:36:01 UTC;0;0;0;0;0;-1
2025-01-28 10:39:01 UTC;0;0;0;0;0;-1
2025-01-28 10:42:01 UTC;0;0;0;0;0;-2
2025-01-28 10:45:01 UTC;0;1;0;0;0;-2
2025-01-28 10:48:01 UTC;0;1;0;0;0;-2
2025-01-28 10:51:01 UTC;0;1;0;0;0;-2
2025-01-28 10:54:01 UTC;0;1;0;0;0;-2
2025-01-28 10:57:01 UTC;0;1;0;0;0;-2
2025-01-28 11:00:01 UTC;0;1;0;0;0;-2
2025-01-28 11:03:01 UTC;0;1;0;0;0;-2
2025-01-28 11:06:01 UTC;0;2;0;0;0;-2
2025-01-28 11:09:02 UTC;0;2;0;0;0;-2
2025-01-28 11:12:02 UTC;0;2;0;0;0;-2
2025-01-28 11:15:02 UTC;0;2;0;0;0;-2
2025-01-28 11:18:02 UTC;0;2;0;0;0;-3
2025-01-28 11:21:02 UTC;0;2;0;0;0;-3
2025-01-28 11:24:02 UTC;0;2;0;0;0;-3
2025-01-28 11:27:02 UTC;0;2;0;0;0;-3
2025-01-28 11:30:02 UTC;0;2;0;0;0;-3
2025-01-28 11:33:02 UTC;0;2;0;0;0;-3
2025-01-28 11:36:02 UTC;0;2;0;0;0;-3
2025-01-28 11:39:02 UTC;0;2;0;0;0;-3
2025-01-28 11:42:02 UTC;0;2;0;0;0;-4
2025-01-28 11:45:03 UTC;0;2;0;0;0;-4
2025-01-28 11:48:03 UTC;0;3;0;0;0;-4
2025-01-28 11:51:03 UTC;0;3;0;0;0;-4
2025-01-28 11:54:03 UTC;0;3;0;0;0;-4
2025-01-28 11:57:03 UTC;0;3;0;0;0;-4
2025-01-28 12:00:03 UTC;0;3;0;0;0;-4
2025-01-28 12:03:03 UTC;0;4;0;0;0;-4
2025-01-28 12:06:03 UTC;0;4;0;0;0;-5
2025-01-28 12:09:03 UTC;0;4;0;0;0;-5
2025-01-28 12:12:03 UTC;0;4;0;0;0;-6
2025-01-28 12:15:03 UTC;0;4;0;1;0;-6
2025-01-28 12:18:03 UTC;0;5;0;1;0;-6
2025-01-28 12:21:03 UTC;0;5;0;1;0;-6
2025-01-28 12:24:04 UTC;0;6;0;1;0;-6
2025-01-28 12:27:04 UTC;0;6;0;1;0;-6
2025-01-28 12:30:04 UTC;0;6;0;1;0;-6
2025-01-28 12:33:04 UTC;0;6;0;1;0;-6
2025-01-28 12:36:04 UTC;0;6;0;1;0;-6
2025-01-28 12:39:04 UTC;0;6;0;1;0;-6
2025-01-28 12:42:04 UTC;0;6;0;1;0;-7
2025-01-28 12:45:04 UTC;0;6;0;1;0;-7
2025-01-28 12:48:04 UTC;0;7;0;1;0;-7
2025-01-28 12:51:04 UTC;0;7;0;2;0;-7
2025-01-28 12:54:04 UTC;0;7;0;2;0;-8
2025-01-28 12:57:05 UTC;0;7;0;2;0;-8
2025-01-28 13:00:05 UTC;0;7;0;2;0;-8
2025-01-28 13:03:05 UTC;0;7;0;2;0;-8
2025-01-28 13:06:05 UTC;0;8;0;2;0;-8
2025-01-28 13:09:05 UTC;0;8;0;2;0;-8
2025-01-28 13:12:05 UTC;0;8;0;2;0;-8
2025-01-28 13:15:05 UTC;0;8;0;2;0;-8
2025-01-28 13:18:05 UTC;0;8;0;2;0;-9
2025-01-28 13:21:05 UTC;0;8;0;2;0;-9
2025-01-28 13:24:05 UTC;0;8;0;2;0;-9
2025-01-28 13:27:05 UTC;0;8;0;2;0;-9
2025-01-28 13:30:05 UTC;0;8;0;2;0;-9
2025-01-28 13:33:06 UTC;0;8;0;2;0;-9
2025-01-28 13:36:06 UTC;0;8;0;2;0;-9
2025-01-28 13:39:06 UTC;0;8;0;2;0;-10
2025-01-28 13:42:06 UTC;0;9;0;2;0;-10
2025-01-28 13:45:06 UTC;0;9;0;3;0;-10
2025-01-28 13:48:06 UTC;0;9;0;3;0;-10
2025-01-28 13:51:06 UTC;0;9;0;3;0;-10
2025-01-28 13:54:06 UTC;0;10;0;3;0;-11
2025-01-28 13:57:06 UTC;0;10;0;3;0;-11
2025-01-28 14:00:06 UTC;0;10;0;3;0;-11
2025-01-28 14:03:06 UTC;0;10;0;3;0;-11
2025-01-28 14:06:06 UTC;0;10;0;3;0;-11
2025-01-28 14:09:06 UTC;0;10;0;3;0;-12
2025-01-28 14:12:06 UTC;0;10;0;3;0;-12
2025-01-28 14:15:07 UTC;0;11;0;3;0;-12
2025-01-28 14:18:07 UTC;0;11;0;3;0;-12
2025-01-28 14:21:07 UTC;0;11;0;3;0;-12
2025-01-28 14:24:07 UTC;0;11;0;3;0;-12
2025-01-28 14:27:07 UTC;0;11;0;3;0;-12
2025-01-28 14:30:07 UTC;0;12;0;4;0;-12
2025-01-28 14:33:07 UTC;0;12;0;4;0;-12
2025-01-28 14:36:07 UTC;0;12;0;4;0;-12
2025-01-28 14:39:07 UTC;0;12;0;4;0;-13
2025-01-28 14:42:07 UTC;0;12;0;4;0;-13
2025-01-28 14:45:07 UTC;0;12;0;4;0;-13
2025-01-28 14:48:07 UTC;0;12;0;4;0;-13
2025-01-28 14:51:07 UTC;0;12;0;4;0;-13
2025-01-28 14:54:08 UTC;0;12;0;4;0;-13
2025-01-28 14:57:08 UTC;0;12;0;4;0;-14
2025-01-28 15:00:08 UTC;0;12;0;4;0;-14
2025-01-28 15:03:08 UTC;0;12;0;5;0;-14
2025-01-28 15:06:08 UTC;0;13;0;5;0;-14
2025-01-28 15:09:08 UTC;0;13;0;5;0;-14
2025-01-28 15:12:08 UTC;0;13;0;5;0;-14
2025-01-28 15:15:08 UTC;0;13;0;5;0;-14
2025-01-28 15:18:08 UTC;0;14;0;6;0;-14
2025-01-28 15:21:08 UTC;0;14;0;6;0;-15
2025-01-28 15:24:08 UTC;0;14;0;6;0;-15
2025-01-28 15:27:08 UTC;0;14;0;6;0;-15
2025-01-28 15:30:09 UTC;0;14;0;6;0;-15
2025-01-28 15:33:09 UTC;0;14;0;7;0;-15
2025-01-28 15:36:09 UTC;0;14;0;7;0;-15
2025-01-28 15:39:09 UTC;0;15;0;7;0;-16
2025-01-28 15:42:09 UTC;0;15;0;7;0;-16
2025-01-28 15:45:09 UTC;0;15;0;7;0;-16
2025-01-28 15:48:09 UTC;0;15;0;7;0;-16
2025-01-28 15:51:09 UTC;0;16;0;7;0;-16
2025-01-28 15:54:09 UTC;0;16;0;7;0;-16
2025-01-28 15:57:09 UTC;0;16;0;8;0;-16
2025-01-28 16:00:09 UTC;0;16;0;8;0;-17
2025-01-28 16:03:09 UTC;0;16;0;8;0;-17
2025-01-28 16:06:09 UTC;0;16;0;8;0;-17
2025-01-28 16:09:10 UTC;0;16;0;8;0;-17
2025-01-28 16:12:10 UTC;0;16;0;9;0;-17
2025-01-28 16:15:10 UTC;0;17;0;9;0;-17
2025-01-28 16:18:10 UTC;0;17;0;9;0;-17
2025-01-28 16:21:10 UTC;0;17;0;9;0;-18
2025-01-28 16:24:10 UTC;0;17;0;9;0;-18
2025-01-28 16:27:10 UTC;0;18;0;9;0;-18
2025-01-28 16:30:10 UTC;0;18;0;9;0;-18
2025-01-28 16:33:10 UTC;0;18;0;9;0;-18
2025-01-28 16:36:10 UTC;0;18;0;9;0;-18
2025-01-28 16:39:10 UTC;0;18;0;10;0;-19
2025-01-28 16:42:10 UTC;0;18;0;10;0;-19
2025-01-28 16:45:11 UTC;0;18;0;10;0;-19
2025-01-28 16:48:11 UTC;0;18;0;10;0;-19
2025-01-28 16:51:11 UTC;0;18;0;10;0;-20
2025-01-28 16:54:11 UTC;0;19;0;10;0;-20
2025-01-28 16:57:11 UTC;0;19;0;10;0;-20
2025-01-28 17:00:11 UTC;0;19;0;11;0;-20
2025-01-28 17:03:11 UTC;0;19;0;11;0;-20
2025-01-28 17:06:11 UTC;0;20;0;11;0;-20
2025-01-28 17:09:11 UTC;0;20;0;12;0;-20
2025-01-28 17:12:11 UTC;0;20;0;12;0;-20
2025-01-28 17:15:11 UTC;0;20;0;12;0;-21
2025-01-28 17:18:11 UTC;0;20;0;12;0;-21
2025-01-28 17:21:11 UTC;0;20;0;12;0;-21
2025-01-28 17:24:12 UTC;0;25;0;12;0;-21
2025-01-28 17:27:12 UTC;0;25;0;12;0;-21
2025-01-28 17:30:12 UTC;0;25;0;12;0;-22
2025-01-28 17:33:12 UTC;0;25;0;12;0;-22
2025-01-28 17:36:12 UTC;0;25;0;13;0;-22
2025-01-28 17:39:12 UTC;0;25;0;13;0;-22
2025-01-28 17:42:12 UTC;0;26;0;13;0;-22
2025-01-28 17:45:12 UTC;0;26;0;14;0;-22
2025-01-28 17:48:12 UTC;0;26;0;14;0;-22
2025-01-28 17:51:12 UTC;0;26;0;14;0;-22
2025-01-28 17:54:12 UTC;0;26;0;14;0;-23
2025-01-28 17:57:12 UTC;0;26;0;14;0;-23
2025-01-28 18:00:12 UTC;0;26;0;14;0;-23
2025-01-28 18:03:12 UTC;0;26;0;15;0;-23
2025-01-28 18:06:13 UTC;0;27;0;15;0;-23
2025-01-28 18:09:13 UTC;0;27;0;15;0;-23
2025-01-28 18:12:13 UTC;0;27;0;15;0;-23
2025-01-28 18:15:13 UTC;0;28;0;15;0;-23
2025-01-28 18:18:13 UTC;0;28;0;15;0;-24
2025-01-28 18:21:13 UTC;0;28;0;15;0;-24
2025-01-28 18:24:13 UTC;0;28;0;16;0;-24
2025-01-28 18:27:13 UTC;0;28;0;16;0;-24
2025-01-28 18:30:13 UTC;0;28;0;16;0;-24
2025-01-28 18:33:13 UTC;0;28;0;16;0;-25
2025-01-28 18:36:13 UTC;0;29;0;16;0;-25
2025-01-28 18:39:13 UTC;0;29;0;16;0;-25
2025-01-28 18:42:13 UTC;0;29;0;16;0;-25
2025-01-28 18:45:14 UTC;0;29;0;16;0;-25
2025-01-28 18:48:14 UTC;0;29;0;17;0;-25
2025-01-28 18:51:14 UTC;0;30;0;17;0;-25
2025-01-28 18:54:14 UTC;0;30;0;17;0;-26
2025-01-28 18:57:14 UTC;0;30;0;18;0;-26
2025-01-28 19:00:14 UTC;0;30;0;18;0;-26
2025-01-28 19:03:14 UTC;0;30;0;18;0;-26
2025-01-28 19:06:14 UTC;0;30;0;18;0;-26
2025-01-28 19:09:14 UTC;0;30;0;18;0;-26
2025-01-28 19:12:14 UTC;0;31;0;18;0;-27
2025-01-28 19:15:14 UTC;0;31;0;18;0;-27
2025-01-28 19:18:15 UTC;0;31;0;18;0;-27
2025-01-28 19:21:15 UTC;0;31;0;18;0;-27
2025-01-28 19:24:15 UTC;0;31;0;19;0;-27
2025-01-28 19:27:15 UTC;0;31;0;19;0;-27
2025-01-28 19:30:15 UTC;0;32;0;19;0;-27
2025-01-28 19:33:15 UTC;0;32;0;19;0;-28
2025-01-28 19:36:15 UTC;0;32;0;20;0;-28
2025-01-28 19:39:15 UTC;0;32;0;20;0;-28
2025-01-28 19:42:15 UTC;0;32;0;20;0;-28
2025-01-28 19:45:15 UTC;0;33;0;20;0;-28
2025-01-28 19:48:15 UTC;0;33;0;20;0;-28
2025-01-28 19:51:15 UTC;0;33;0;20;0;-28
2025-01-28 19:54:16 UTC;0;33;0;20;0;-28
2025-01-28 19:57:16 UTC;0;34;0;20;0;-29
2025-01-28 20:00:16 UTC;0;34;0;21;0;-29
2025-01-28 20:03:16 UTC;0;34;0;21;0;-29
2025-01-28 20:06:16 UTC;0;34;0;21;0;-29
2025-01-28 20:09:16 UTC;0;34;0;21;0;-29
2025-01-28 20:12:16 UTC;0;34;0;21;0;-30
2025-01-28 20:15:16 UTC;0;34;0;21;0;-30
2025-01-28 20:18:16 UTC;0;35;0;21;0;-30
2025-01-28 20:21:16 UTC;0;35;0;22;0;-30
2025-01-28 20:24:16 UTC;0;35;0;22;0;-30
2025-01-28 20:27:17 UTC;0;35;0;22;0;-30
2025-01-28 20:30:17 UTC;0;35;0;22;0;-30
2025-01-28 20:33:17 UTC;0;35;0;22;0;-30
2025-01-28 20:36:17 UTC;0;35;0;22;0;-31
2025-01-28 20:39:17 UTC;0;36;0;23;0;-31
2025-01-28 20:42:17 UTC;0;36;0;23;0;-31
2025-01-28 20:45:17 UTC;0;36;0;23;0;-31
2025-01-28 20:48:17 UTC;0;36;0;23;0;-31
2025-01-28 20:51:17 UTC;0;37;0;24;0;-31
2025-01-28 20:54:17 UTC;0;37;-1;24;0;-31
2025-01-28 20:57:17 UTC;0;37;-1;24;0;-31
2025-01-28 21:00:17 UTC;0;37;-1;24;0;-31
2025-01-28 21:03:17 UTC;0;37;-1;24;0;-32
2025-01-28 21:06:18 UTC;0;37;-1;24;0;-32
2025-01-28 21:09:18 UTC;0;37;-1;24;0;-32
2025-01-28 21:12:18 UTC;0;38;-1;24;0;-32
2025-01-28 21:15:18 UTC;0;38;-1;24;0;-32
2025-01-28 21:18:18 UTC;0;38;-1;25;0;-32
2025-01-28 21:21:18 UTC;0;38;-1;25;0;-33
2025-01-28 21:24:18 UTC;0;38;-1;25;0;-33
2025-01-28 21:27:18 UTC;0;39;-1;26;0;-33
2025-01-28 21:30:18 UTC;0;39;-1;26;0;-33
2025-01-28 21:33:18 UTC;0;39;-1;26;0;-33
2025-01-28 21:36:18 UTC;0;39;-1;26;0;-33
2025-01-28 21:39:18 UTC;0;39;-1;26;0;-33
2025-01-28 21:42:18 UTC;0;39;-1;26;0;-33
2025-01-28 21:45:19 UTC;0;40;-1;27;0;-34
2025-01-28 21:48:19 UTC;0;40;-1;27;0;-34
2025-01-28 21:51:19 UTC;0;40;-1;27;0;-34
2025-01-28 21:54:19 UTC;0;40;-1;28;0;-34
2025-01-28 21:57:19 UTC;0;40;-1;28;0;-35
2025-01-28 22:00:19 UTC;0;41;-1;28;0;-35
2025-01-28 22:03:19 UTC;0;42;-1;28;0;-35
2025-01-28 22:06:19 UTC;0;42;-1;28;0;-35
2025-01-28 22:09:19 UTC;0;42;-1;29;0;-35
2025-01-28 22:12:19 UTC;0;42;-1;29;0;-36
2025-01-28 22:15:19 UTC;0;42;-1;29;0;-36
2025-01-28 22:18:19 UTC;0;42;-1;29;0;-36
2025-01-28 22:21:20 UTC;0;43;-1;30;0;-36
2025-01-28 22:24:20 UTC;0;43;-2;30;0;-36
2025-01-28 22:27:20 UTC;0;43;-2;30;0;-36
2025-01-28 22:30:20 UTC;0;43;-2;30;0;-37
2025-01-28 22:33:20 UTC;0;44;-2;30;0;-37
2025-01-28 22:36:20 UTC;1;44;-2;31;0;-37
2025-01-28 22:39:20 UTC;1;44;-2;31;0;-37
2025-01-28 22:42:20 UTC;1;44;-2;32;0;-37
2025-01-28 22:45:20 UTC;1;44;-2;32;0;-37
2025-01-28 22:48:20 UTC;1;44;-2;32;0;-37
2025-01-28 22:51:20 UTC;1;44;-2;32;0;-38
2025-01-28 22:54:20 UTC;1;45;-2;33;0;-38
2025-01-28 22:57:21 UTC;1;45;-2;33;0;-38
2025-01-28 23:00:21 UTC;1;45;-2;33;0;-38
2025-01-28 23:03:21 UTC;1;46;-2;33;0;-38
2025-01-28 23:06:21 UTC;1;46;-2;33;0;-38
2025-01-28 23:09:21 UTC;1;46;-2;33;0;-38
2025-01-28 23:12:21 UTC;1;46;-2;34;0;-38
2025-01-28 23:15:21 UTC;1;46;-2;34;0;-38
2025-01-28 23:18:21 UTC;1;46;-2;34;0;-39
2025-01-28 23:21:21 UTC;1;46;-2;34;0;-39
2025-01-28 23:24:21 UTC;1;46;-2;34;0;-39
2025-01-28 23:27:21 UTC;1;46;-2;34;0;-39
2025-01-28 23:30:21 UTC;1;46;-2;34;0;-39
2025-01-28 23:33:22 UTC;1;47;-2;34;0;-39
2025-01-28 23:36:22 UTC;1;47;-2;34;0;-39
2025-01-28 23:39:22 UTC;1;47;-2;35;0;-39
2025-01-28 23:42:22 UTC;1;47;-2;35;0;-39
2025-01-28 23:45:22 UTC;1;47;-2;35;0;-40
2025-01-28 23:48:22 UTC;1;47;-2;36;0;-40
2025-01-28 23:51:22 UTC;1;47;-2;36;0;-40
2025-01-28 23:54:22 UTC;1;47;-2;36;0;-40
2025-01-28 23:57:22 UTC;1;47;-2;36;0;-40
2025-01-29 00:00:22 UTC;1;48;-2;36;0;-40
2025-01-29 00:03:22 UTC;1;48;-2;36;0;-41
2025-01-29 00:06:22 UTC;1;48;-2;37;0;-41
2025-01-29 00:09:22 UTC;1;48;-2;37;0;-41
2025-01-29 00:12:22 UTC;1;48;-2;37;0;-41
2025-01-29 00:15:23 UTC;1;48;-2;37;0;-41
2025-01-29 00:18:23 UTC;1;49;-2;37;0;-41
2025-01-29 00:21:23 UTC;1;49;-2;37;0;-41
2025-01-29 00:24:23 UTC;1;49;-2;38;0;-42
2025-01-29 00:27:23 UTC;1;49;-2;38;0;-42
2025-01-29 00:30:23 UTC;1;49;-2;38;0;-42
2025-01-29 00:33:23 UTC;1;49;-2;38;0;-42
2025-01-29 00:36:23 UTC;1;49;-2;38;0;-42
2025-01-29 00:39:23 UTC;1;50;-2;38;0;-42
2025-01-29 00:42:23 UTC;1;50;-2;39;0;-43
2025-01-29 00:45:23 UTC;1;50;-2;39;0;-43
2025-01-29 00:48:23 UTC;1;50;-2;39;0;-43
2025-01-29 00:51:23 UTC;1;50;-2;39;0;-43
2025-01-29 00:54:24 UTC;1;50;-2;39;0;-43
2025-01-29 00:57:24 UTC;1;50;-2;40;0;-43
2025-01-29 01:00:24 UTC;1;50;-2;40;0;-43
2025-01-29 01:03:24 UTC;1;50;-2;40;0;-43
2025-01-29 01:06:24 UTC;1;50;-2;40;0;-43
2025-01-29 01:09:24 UTC;1;51;-2;40;0;-43
2025-01-29 01:12:24 UTC;1;51;-2;41;0;-43
2025-01-29 01:15:24 UTC;1;51;-2;41;0;-43
2025-01-29 01:18:24 UTC;1;51;-2;41;0;-44
2025-01-29 01:21:24 UTC;1;51;-2;41;0;-44
2025-01-29 01:24:24 UTC;1;51;-2;41;0;-44
2025-01-29 01:27:24 UTC;1;52;-2;41;0;-44
2025-01-29 01:30:24 UTC;1;52;-2;42;0;-45
2025-01-29 01:33:24 UTC;1;52;-2;42;0;-45
2025-01-29 01:36:25 UTC;1;52;-2;42;0;-45
2025-01-29 01:39:25 UTC;1;52;-2;42;0;-45
2025-01-29 01:42:25 UTC;1;52;-2;42;0;-45
2025-01-29 01:45:25 UTC;1;52;-2;42;0;-45
2025-01-29 01:48:25 UTC;1;52;-2;43;0;-45
2025-01-29 01:51:25 UTC;1;57;-2;43;0;-45
2025-01-29 01:54:25 UTC;1;57;-2;43;0;-46
2025-01-29 01:57:25 UTC;1;57;-2;43;0;-46
2025-01-29 02:00:25 UTC;1;50;-2;44;0;-46
2025-01-29 02:03:25 UTC;1;50;-2;44;0;-46
2025-01-29 02:06:25 UTC;1;50;-2;44;0;-46
2025-01-29 02:09:25 UTC;1;50;-2;44;0;-46
2025-01-29 02:12:25 UTC;1;50;-2;44;0;-46
2025-01-29 02:15:26 UTC;1;50;-2;45;0;-47
2025-01-29 02:18:26 UTC;1;51;-2;45;0;-47
2025-01-29 02:21:26 UTC;1;51;-2;45;0;-47
2025-01-29 02:24:26 UTC;1;51;-2;45;0;-47
2025-01-29 02:27:26 UTC;1;51;-2;45;0;-47
2025-01-29 02:30:26 UTC;1;52;-2;45;0;-47
2025-01-29 02:33:26 UTC;1;52;-2;45;0;-47
2025-01-29 02:36:26 UTC;1;52;-2;45;0;-47
2025-01-29 02:39:26 UTC;1;52;-2;46;0;-47
2025-01-29 02:42:26 UTC;1;52;-2;46;0;-47
2025-01-29 02:45:26 UTC;1;52;-2;46;0;-48
2025-01-29 02:48:26 UTC;1;52;-2;46;0;-48
2025-01-29 02:51:26 UTC;1;52;-2;46;0;-48
2025-01-29 02:54:26 UTC;1;52;-2;46;0;-48
2025-01-29 02:57:26 UTC;1;52;-2;47;0;-48
2025-01-29 03:00:27 UTC;1;52;-2;47;0;-49
2025-01-29 03:03:27 UTC;1;57;-2;47;0;-49
2025-01-29 03:06:27 UTC;1;57;-2;47;0;-49
2025-01-29 03:09:27 UTC;1;57;-2;47;0;-49
2025-01-29 03:12:27 UTC;1;58;-2;48;0;-49
2025-01-29 03:15:27 UTC;1;58;-2;48;0;-49
2025-01-29 03:18:27 UTC;1;58;-2;48;0;-49
2025-01-29 03:21:27 UTC;1;58;-2;48;0;-49
2025-01-29 03:24:27 UTC;1;58;-2;48;0;-49
2025-01-29 03:27:27 UTC;1;58;-2;48;0;-50
2025-01-29 03:30:27 UTC;1;59;-2;49;0;-50
2025-01-29 03:33:27 UTC;1;59;-2;49;0;-50
2025-01-29 03:36:28 UTC;1;59;-2;49;0;-50
2025-01-29 03:39:28 UTC;1;59;-2;49;0;-51
2025-01-29 03:42:28 UTC;1;59;-2;49;0;-51
2025-01-29 03:45:28 UTC;1;60;-2;49;0;-51
2025-01-29 03:48:28 UTC;1;60;-2;50;0;-51
2025-01-29 03:51:28 UTC;1;60;-2;50;0;-51
2025-01-29 03:54:28 UTC;1;60;-2;50;0;-51
2025-01-29 03:57:28 UTC;1;60;-2;50;0;-51
2025-01-29 04:00:28 UTC;1;60;-2;51;0;-52
2025-01-29 04:03:28 UTC;1;60;-2;51;0;-52
2025-01-29 04:06:28 UTC;1;61;-2;51;0;-52
2025-01-29 04:09:28 UTC;1;61;-2;51;0;-52
2025-01-29 04:12:28 UTC;1;61;-2;51;0;-52
2025-01-29 04:15:28 UTC;1;61;-2;51;0;-52
2025-01-29 04:18:29 UTC;1;61;-2;51;0;-52
2025-01-29 04:21:29 UTC;1;62;-2;51;0;-52
2025-01-29 04:24:29 UTC;1;62;-2;52;0;-53
2025-01-29 04:27:29 UTC;1;62;-2;52;0;-53
2025-01-29 04:30:29 UTC;1;62;-2;53;0;-53
2025-01-29 04:33:29 UTC;1;62;-2;53;0;-53
2025-01-29 04:36:29 UTC;1;62;-2;53;0;-53
2025-01-29 04:39:29 UTC;1;63;-2;53;0;-53
2025-01-29 04:42:29 UTC;1;63;-2;53;0;-53
2025-01-29 04:45:29 UTC;1;63;-2;53;0;-53
2025-01-29 04:48:29 UTC;1;63;-2;53;0;-54
2025-01-29 04:51:30 UTC;1;64;-2;53;0;-54
2025-01-29 04:54:30 UTC;1;64;-2;54;0;-54
2025-01-29 04:57:30 UTC;1;64;-2;54;0;-54
2025-01-29 05:00:30 UTC;1;64;-2;54;0;-55
2025-01-29 05:03:30 UTC;1;64;-2;54;0;-55
2025-01-29 05:06:30 UTC;1;64;-2;54;0;-55
2025-01-29 05:09:30 UTC;1;64;-2;55;0;-55
2025-01-29 05:12:30 UTC;1;64;-2;55;0;-55
2025-01-29 05:15:30 UTC;1;64;-2;55;0;-55
2025-01-29 05:18:30 UTC;1;64;-2;55;0;-55
2025-01-29 05:21:30 UTC;1;65;-2;55;0;-56
2025-01-29 05:24:30 UTC;1;65;-2;55;0;-56
2025-01-29 05:27:30 UTC;1;62;-2;56;0;-56
2025-01-29 05:30:30 UTC;1;62;-2;56;0;-56
2025-01-29 05:33:31 UTC;1;62;-2;56;0;-56
2025-01-29 05:36:31 UTC;1;62;-2;56;0;-57
2025-01-29 05:39:31 UTC;1;62;-2;56;0;-57
2025-01-29 05:42:31 UTC;1;62;-2;56;0;-57
2025-01-29 05:45:31 UTC;1;62;-2;56;0;-57
2025-01-29 05:48:31 UTC;1;62;-2;57;0;-57
2025-01-29 05:51:31 UTC;1;63;-2;57;0;-57
2025-01-29 05:54:31 UTC;1;63;-2;57;0;-57
2025-01-29 05:57:31 UTC;1;63;-2;57;0;-57
2025-01-29 06:00:31 UTC;1;63;-2;57;0;-57
2025-01-29 06:03:31 UTC;1;63;-2;57;0;-57
2025-01-29 06:06:31 UTC;1;63;-2;57;0;-57
2025-01-29 06:09:31 UTC;1;63;-2;57;0;-57
2025-01-29 06:12:31 UTC;1;63;-2;57;0;-57
2025-01-29 06:15:31 UTC;1;63;-2;57;0;-57
2025-01-29 06:18:31 UTC;1;63;-2;57;0;-57
2025-01-29 06:21:32 UTC;1;63;-2;57;0;-57
2025-01-29 06:24:32 UTC;1;63;-2;57;0;-57
2025-01-29 06:27:32 UTC;1;63;-2;57;0;-57
2025-01-29 06:30:32 UTC;1;64;-2;57;0;-57
2025-01-29 06:33:32 UTC;1;64;-2;57;0;-57
2025-01-29 06:36:32 UTC;1;64;-2;57;0;-57
2025-01-29 06:39:32 UTC;1;64;-2;57;0;-57
2025-01-29 06:42:32 UTC;1;64;-2;57;0;-57
2025-01-29 06:45:32 UTC;1;64;-2;57;0;-57
2025-01-29 06:48:32 UTC;1;64;-2;54;0;-57
2025-01-29 06:51:32 UTC;1;69;-2;54;0;-58
2025-01-29 06:54:32 UTC;1;69;-2;54;0;-58
2025-01-29 06:57:32 UTC;1;69;-2;54;0;-58
2025-01-29 07:00:33 UTC;1;69;-2;54;0;-58
2025-01-29 07:03:33 UTC;1;69;-2;54;0;-58
2025-01-29 07:06:33 UTC;1;69;-2;55;0;-58
2025-01-29 07:09:33 UTC;1;70;-2;55;0;-59
2025-01-29 07:12:33 UTC;1;70;-2;55;0;-59
2025-01-29 07:15:33 UTC;1;70;-2;55;0;-59
2025-01-29 07:18:33 UTC;1;70;-2;55;0;-59
2025-01-29 07:21:33 UTC;1;70;-2;55;0;-59
2025-01-29 07:24:33 UTC;1;70;-2;55;0;-59
2025-01-29 07:27:33 UTC;1;70;-2;55;0;-60
2025-01-29 07:30:33 UTC;1;71;-2;56;0;-60
2025-01-29 07:33:33 UTC;1;71;-2;56;0;-60
2025-01-29 07:36:33 UTC;1;71;-2;56;0;-60
2025-01-29 07:39:34 UTC;1;71;-2;56;0;-60
2025-01-29 07:42:34 UTC;1;71;-2;57;0;-61
2025-01-29 07:45:34 UTC;1;71;-2;57;0;-61
2025-01-29 07:48:34 UTC;1;72;-2;57;0;-61
2025-01-29 07:51:34 UTC;1;72;-2;57;0;-61
2025-01-29 07:54:34 UTC;1;72;-2;57;0;-61
2025-01-29 07:57:34 UTC;1;72;-2;57;0;-61
2025-01-29 08:00:34 UTC;1;72;-2;57;0;-62
2025-01-29 08:03:34 UTC;1;72;-2;58;0;-62
2025-01-29 08:06:34 UTC;1;72;-2;58;0;-62
2025-01-29 08:09:34 UTC;1;61;-2;58;0;-62
2025-01-29 08:12:34 UTC;1;61;-2;58;0;-62
2025-01-29 08:15:34 UTC;1;61;-2;58;0;-62
2025-01-29 08:18:35 UTC;1;61;-2;58;0;-62
2025-01-29 08:21:35 UTC;1;61;-2;58;0;-62
2025-01-29 08:24:35 UTC;1;61;-2;58;0;-63
2025-01-29 08:27:35 UTC;1;62;-2;58;0;-63
2025-01-29 08:30:35 UTC;1;62;-2;58;0;-63
2025-01-29 08:33:35 UTC;1;62;-2;58;0;-63
2025-01-29 08:36:35 UTC;1;62;-2;59;0;-63
2025-01-29 08:39:35 UTC;1;62;-2;59;0;-63
2025-01-29 08:42:35 UTC;1;62;-2;59;0;-63
2025-01-29 08:45:35 UTC;1;62;-2;59;0;-64
2025-01-29 08:48:35 UTC;1;63;-2;59;0;-64
