time;tem_1;plant_1;tem_2;plant_2;plant_3;tem_3
20-02-23 20:14;-204.21;-585.04;-193.39;-389.1;-465.56;-190.08
20-02-23 20:24;-204.31;-587.77;-193.49;-390.58;-466.72;-190.18
20-02-23 20:34;-204.41;-587.95;-193.56;-388.7;-465.83;-190.26
20-02-23 20:44;-204.49;-588.28;-193.65;-389.07;-464.48;-190.35
20-02-23 20:54;-204.59;-589.59;-193.72;-388.72;-467.64;-190.46
20-02-23 21:04;-204.67;-587.7;-193.81;-389.39;-464.74;-190.53
20-02-23 21:14;-204.76;-588.86;-193.89;-389.55;-466.28;-190.64
20-02-23 21:24;-204.86;-588.9;-193.98;-388.13;-466.33;-190.73
20-02-23 21:34;-204.96;-590.28;-194.06;-387.73;-465.78;-190.8
20-02-23 21:44;-205.05;-590.04;-194.14;-388.16;-464.41;-190.9
20-02-23 21:54;-205.13;-590.03;-194.22;-388.19;-464.45;-190.98
20-02-23 22:04;-205.23;-588.13;-194.31;-389.97;-466.27;-191.07
20-02-23 22:14;-205.31;-590.21;-194.39;-388.91;-467.15;-191.14
20-02-23 22:24;-205.39;-589.56;-194.46;-390.32;-465.81;-191.2
20-02-23 22:34;-205.47;-587.56;-194.54;-390.51;-465.64;-191.27
20-02-23 22:44;-205.57;-588.77;-194.63;-388.79;-464.17;-191.34
20-02-23 22:54;-205.65;-590.3;-194.73;-389.43;-467.24;-191.44
20-02-23 23:04;-205.75;-591.49;-194.82;-389.65;-465.97;-191.53
20-02-23 23:14;-205.84;-589.99;-194.91;-390.96;-468.14;-191.62
20-02-23 23:24;-205.93;-588.47;-194.99;-391.22;-465.79;-191.71
20-02-23 23:34;-206.01;-589.28;-195.07;-390.27;-467.21;-191.81
20-02-23 23:44;-206.1;-589.68;-195.15;-389.67;-468.45;-191.9
20-02-23 23:54;-206.18;-589.27;-195.23;-390.43;-468.5;-191.99
21-02-23 00:04;-206.26;-590.97;-195.3;-391.92;-469.46;-192.06
21-02-23 00:14;-206.34;-590.08;-195.36;-390.52;-471.4;-192.14
21-02-23 00:24;-206.41;-592.89;-195.44;-389.81;-468.59;-192.22
21-02-23 00:34;-206.49;-591.23;-195.51;-390.88;-470.83;-192.29
21-02-23 00:44;-206.57;-591;-195.58;-392.42;-471.08;-192.36
21-02-23 00:54;-206.65;-592.16;-195.65;-390.51;-473.37;-192.43
21-02-23 01:04;-206.72;-591.27;-195.72;-391.53;-471.8;-192.5
21-02-23 01:14;-206.8;-590.7;-195.8;-391.57;-472.92;-192.58
21-02-23 01:24;-206.89;-593.2;-195.87;-392.01;-472.52;-192.66
21-02-23 01:34;-206.96;-591.18;-195.96;-392.45;-470.15;-192.74
21-02-23 01:44;-207.04;-591.75;-196.04;-393.67;-473.78;-192.83
21-02-23 01:54;-207.12;-590.5;-196.11;-393.86;-470.58;-192.91
21-02-23 02:04;-207.2;-589.82;-196.2;-395.78;-471.53;-193
21-02-23 02:14;-207.28;-591.42;-196.28;-397.07;-470.26;-193.09
21-02-23 02:24;-207.36;-592.86;-196.37;-393.76;-472.25;-193.18
21-02-23 02:34;-207.45;-592.02;-196.46;-395.67;-471.16;-193.27
21-02-23 02:44;-207.53;-590.68;-196.54;-393.65;-473.19;-193.35
21-02-23 02:54;-207.61;-591.03;-196.63;-394.23;-474.41;-193.44
21-02-23 03:04;-207.69;-591.77;-196.7;-396.07;-472;-193.53
21-02-23 03:14;-207.76;-591.57;-196.78;-395.22;-472.51;-193.6
21-02-23 03:24;-207.84;-593.07;-196.86;-395.28;-473.46;-193.69
21-02-23 03:34;-207.92;-592.14;-196.93;-395.84;-474.6;-193.76
21-02-23 03:44;-208;-591.78;-197.01;-397.79;-476.74;-193.84
21-02-23 03:54;-208.08;-591.74;-197.07;-399.45;-476.65;-193.92
21-02-23 04:04;-208.17;-595.84;-197.14;-398.07;-476.78;-194.01
21-02-23 04:14;-208.24;-591.89;-197.22;-398.65;-474.12;-194.08
21-02-23 04:24;-208.32;-592.15;-197.29;-397.18;-475.71;-194.15
21-02-23 04:34;-208.4;-592.6;-197.36;-398.77;-477.06;-194.22
21-02-23 04:44;-208.46;-592.93;-197.43;-397.52;-475.11;-194.29
21-02-23 04:54;-208.55;-593.37;-197.49;-398.46;-476.6;-194.35
21-02-23 05:04;-208.61;-593.51;-197.56;-396.64;-475.75;-194.43
21-02-23 05:14;-208.68;-596.73;-197.63;-400.12;-476.64;-194.51
21-02-23 05:24;-208.76;-595.6;-197.71;-398.75;-478.11;-194.59
21-02-23 05:34;-208.83;-595.49;-197.77;-401.18;-479.22;-194.67
21-02-23 05:44;-208.9;-595.05;-197.84;-400.48;-479.02;-194.75
21-02-23 05:54;-208.97;-595.15;-197.9;-400.89;-481.81;-194.82
21-02-23 06:04;-209.04;-595.94;-197.98;-399.14;-477.71;-194.9
21-02-23 06:14;-209.12;-593.76;-198.05;-399.75;-477.98;-194.97
21-02-23 06:24;-209.21;-593.5;-198.14;-400.38;-479.37;-195.06
21-02-23 06:34;-209.29;-595.08;-198.21;-399.81;-478.72;-195.14
21-02-23 06:44;-209.36;-594.65;-198.29;-399.69;-480.2;-195.23
21-02-23 06:54;-209.43;-596.64;-198.35;-400.29;-481.61;-195.3
21-02-23 07:04;-209.5;-597.44;-198.41;-397.57;-483.04;-195.38
21-02-23 07:14;-209.56;-597.96;-198.47;-400.89;-483.84;-195.44
21-02-23 07:24;-209.62;-599.27;-198.54;-401.37;-482.47;-195.5
21-02-23 07:34;-209.7;-599.69;-198.61;-403.59;-483.66;-195.57
21-02-23 07:44;-209.75;-599.79;-198.67;-400.63;-481.16;-195.65
21-02-23 07:54;-209.83;-599.62;-198.73;-401.97;-482.75;-195.71
21-02-23 08:04;-209.9;-599.66;-198.8;-402.13;-482.52;-195.79
21-02-23 08:14;-209.98;-600.1;-198.86;-401.86;-482.56;-195.85
21-02-23 08:24;-210.06;-598.79;-198.93;-404.06;-484.7;-195.92
21-02-23 08:34;-210.14;-599.44;-199;-403.34;-485.79;-195.99
21-02-23 08:44;-210.21;-599.67;-199.07;-406.15;-487.17;-196.07
21-02-23 08:54;-210.3;-599.66;-199.14;-403.63;-486.14;-196.15
21-02-23 09:04;-210.38;-600.56;-199.22;-403.65;-487.63;-196.22
21-02-23 09:14;-210.48;-600.96;-199.31;-405.29;-485.95;-196.3
21-02-23 09:24;-210.56;-600.86;-199.39;-407.25;-486.51;-196.4
21-02-23 09:34;-210.65;-601.86;-199.48;-406.01;-487.8;-196.47
21-02-23 09:44;-210.74;-602.48;-199.56;-408.47;-486.81;-196.54
21-02-23 09:54;-210.84;-602.9;-199.65;-406.53;-487.97;-196.63
21-02-23 10:04;-210.93;-603.33;-199.74;-406.76;-486.99;-196.71
21-02-23 10:14;-211.01;-603.07;-199.82;-408.74;-487.79;-196.79
21-02-23 10:24;-211.09;-601.57;-199.9;-407.62;-487.78;-196.87
21-02-23 10:34;-211.17;-603.58;-199.97;-408.62;-489.56;-196.94
21-02-23 10:44;-211.25;-600.85;-200.06;-410.72;-486.78;-197.01
21-02-23 10:54;-211.33;-605.38;-200.13;-408.21;-488.74;-197.09
21-02-23 11:04;-211.43;-604.84;-200.23;-408.63;-487.77;-197.16
21-02-23 11:14;-211.5;-605.64;-200.31;-411.89;-488.11;-197.23
21-02-23 11:24;-211.59;-607.39;-200.4;-410.22;-490.45;-197.31
21-02-23 11:34;-211.67;-606.32;-200.48;-410.74;-489.58;-197.39
21-02-23 11:44;-211.74;-606.29;-200.56;-411.68;-490.09;-197.49
21-02-23 11:54;-211.83;-609.13;-200.63;-411.72;-492.29;-197.58
21-02-23 12:04;-211.94;-607.87;-200.74;-413.64;-492.55;-197.67
21-02-23 12:14;-212.03;-609.52;-200.8;-412.95;-489.65;-197.76
21-02-23 12:24;-212.14;-610.63;-200.9;-418.55;-491.23;-197.84
21-02-23 12:34;-212.26;-610.59;-201.04;-416.31;-492.38;-197.92
21-02-23 12:44;-212.35;-611.78;-201.13;-415.7;-493.33;-197.99
21-02-23 12:54;-212.45;-611.52;-201.22;-415.08;-493.29;-198.07
21-02-23 13:04;-212.57;-611.96;-201.32;-419.15;-494.4;-198.15
21-02-23 13:14;-212.69;-612.47;-201.45;-419.2;-493.44;-198.23
21-02-23 13:24;-212.84;-615.63;-201.6;-418.07;-495.3;-198.31
21-02-23 13:34;-213;-616.04;-201.75;-418.39;-496.84;-198.4
21-02-23 13:44;-213.14;-618.45;-201.87;-421.92;-497.03;-198.47
21-02-23 13:54;-213.29;-619.07;-201.99;-421.23;-498.74;-198.55
21-02-23 14:04;-213.46;-619.95;-202.14;-424.16;-498.03;-198.63
21-02-23 14:14;-213.64;-623.85;-202.27;-425.41;-498.22;-198.71
21-02-23 14:24;-213.8;-625.4;-202.44;-422.73;-499.86;-198.78
21-02-23 14:34;-214;-625.18;-202.62;-422.15;-501.72;-198.87
21-02-23 14:44;-214.17;-625.27;-202.8;-426.1;-500.69;-198.95
21-02-23 14:54;-214.44;-627.91;-202.96;-425.28;-501.75;-199.04
21-02-23 15:04;-214.51;-629.7;-203.14;-425.67;-501.69;-199.13
21-02-23 15:14;-214.69;-631.27;-203.34;-425.89;-502.88;-199.21
21-02-23 15:24;-214.86;-631;-203.43;-428.61;-504.75;-199.3
21-02-23 15:34;-215.08;-630.67;-203.6;-428.94;-506.27;-199.38
21-02-23 15:44;-215.29;-633.06;-203.79;-427.41;-507.01;-199.47
21-02-23 15:54;-215.45;-630.63;-203.95;-427.7;-509.1;-199.57
21-02-23 16:04;-215.68;-631.4;-204.16;-431.3;-508.72;-199.65
21-02-23 16:14;-215.86;-634.54;-204.33;-429.01;-508.16;-199.75
21-02-23 16:24;-216.01;-631.87;-204.49;-429.07;-511.57;-199.82
21-02-23 16:34;-216.19;-632.56;-204.66;-426.5;-512.96;-199.9
21-02-23 16:44;-216.35;-636.18;-204.81;-428.6;-515.3;-199.99
21-02-23 16:54;-216.5;-635.23;-204.95;-432.68;-515.97;-200.07
21-02-23 17:04;-216.65;-634.68;-205.09;-428.87;-516.01;-200.14
21-02-23 17:14;-216.79;-635.58;-205.21;-430.34;-516.9;-200.21
21-02-23 17:24;-216.93;-633.18;-205.34;-430.46;-516.63;-200.29
21-02-23 17:34;-217.07;-634.18;-205.47;-431.14;-516.51;-200.38
21-02-23 17:44;-217.2;-634.46;-205.59;-431.47;-517.55;
21-02-23 17:54;-217.33;-636.3;-205.7;-432.53;-515.78;
21-02-23 18:04;-217.45;-635.14;-205.82;-433.45;-514.64;
21-02-23 18:14;-217.59;-635.51;-205.94;-431.54;-516.47;
21-02-23 18:24;-217.7;-636.63;-206.05;-433.43;-515.1;
21-02-23 18:34;-217.82;-635.48;-206.17;-431.62;-515.29;
21-02-23 18:44;-217.96;-636.2;-206.29;-430.41;-515.13;
21-02-23 18:54;-218.07;-637.85;-206.41;-432.68;-515.71;
21-02-23 19:04;-218.21;-639.93;-206.54;-431.25;-518.85;
21-02-23 19:14;-218.32;-638.01;-206.65;-430.42;-517.64;
21-02-23 19:24;-218.43;-636.45;-206.75;-433.79;-520.79;
21-02-23 19:34;-218.55;-635.56;-206.86;-434.37;-521.01;
21-02-23 19:44;-218.65;-639.85;-206.96;-433.03;-521.12;
21-02-23 19:54;-218.76;-638.81;-207.06;-435.91;-521.03;
21-02-23 20:04;-218.86;-637.64;-207.16;-433.74;-521.84;
21-02-23 20:14;-218.97;-637.88;-207.26;-433.26;-520.1;
21-02-23 20:24;-219.09;-637.62;-207.37;-434.44;-521.85;
21-02-23 20:34;-219.19;-637.64;-207.48;-433.47;-522.93;
21-02-23 20:44;-219.29;-641.2;-207.57;-433.29;-523.66;
21-02-23 20:54;-219.41;-640.43;-207.67;-436.54;-522.99;
21-02-23 21:04;-219.51;-640.03;-207.77;-434.14;-523.06;
21-02-23 21:14;-219.62;-640;-207.87;-433.87;-522.71;
21-02-23 21:24;-219.71;-642.8;-207.98;-435.93;-525.85;
21-02-23 21:34;-219.82;-642.34;-208.06;-437.83;-523.1;
21-02-23 21:44;-219.93;-641.69;-208.15;-435.68;-525.38;
21-02-23 21:54;-220.04;-640.89;-208.25;-437.58;-524.62;
21-02-23 22:04;-220.15;-640.52;-208.34;-436.13;-525.14;
21-02-23 22:14;-220.24;-643.48;-208.44;-437.95;-524.53;
21-02-23 22:24;-220.34;-642.48;-208.51;-437.65;-525.18;
21-02-23 22:34;-220.43;-639.59;-208.61;-439.4;-524.47;
21-02-23 22:44;-220.55;-640.66;-208.71;-438.43;-525.04;
21-02-23 22:54;-220.66;-640.29;-208.82;-436.81;-524.6;
21-02-23 23:04;-220.77;-641.25;-208.94;-439.92;-525.05;
21-02-23 23:14;-220.87;-641.83;-209.06;-438.54;-524.97;
21-02-23 23:24;-220.99;-640.13;-209.16;-436.92;-526.16;
21-02-23 23:34;-221.08;-640.71;-209.26;-436.42;-523.88;
21-02-23 23:44;-221.19;-638.54;-209.36;-439.4;-526.11;
21-02-23 23:54;-221.29;-640.63;-209.45;-437.5;-526.19;
22-02-23 00:04;-221.39;-641.05;-209.55;-438.1;-525.44;
22-02-23 00:14;-221.48;-640.88;-209.64;-439.52;-527.5;
22-02-23 00:24;-221.57;-641.1;-209.73;-439.11;-527.32;
22-02-23 00:34;-221.66;-640.37;-209.8;-441.65;-526.65;
22-02-23 00:44;-221.74;-641.8;-209.89;-439.53;-526.82;
22-02-23 00:54;-221.83;-639.63;-209.98;-441.68;-527.46;
22-02-23 01:04;-221.93;-641.55;-210.09;-441.75;-525.91;
22-02-23 01:14;-222.01;-642.16;-210.18;-438.62;-526.12;
22-02-23 01:24;-222.11;-640.9;-210.29;-441.45;-524.64;
22-02-23 01:34;-222.2;-641.16;-210.38;-440.8;-525.28;
22-02-23 01:44;-222.31;-641.02;-210.48;-441.31;-524.28;
22-02-23 01:54;-222.4;-644.05;-210.59;-442.85;-526.36;
22-02-23 02:04;-222.5;-643.95;-210.69;-442.66;-525.23;
22-02-23 02:14;-222.59;-643.9;-210.8;-441.28;-525.01;
22-02-23 02:24;-222.7;-645.43;-210.88;-442.38;-524.73;
22-02-23 02:34;-222.79;-645.45;-210.98;-443.47;-524.6;
22-02-23 02:44;-222.89;-643.04;-211.08;-443.33;-524.32;
22-02-23 02:54;-222.98;-642.52;-211.16;-442.04;-525.12;
22-02-23 03:04;-223.07;-644.43;-211.26;-445.72;-525.66;
22-02-23 03:14;-223.18;-645.64;-211.35;-444.64;-526.64;
22-02-23 03:24;-223.26;-645.69;-211.44;-443.47;-524.87;
22-02-23 03:34;-223.35;-644.1;-211.52;-445.84;-525.78;
22-02-23 03:44;-223.44;-643.42;-211.61;-444.48;-525.07;
22-02-23 03:54;-223.53;-645.79;-211.69;-445.11;-526.16;
22-02-23 04:04;-223.61;-645.95;-211.77;-444.48;-526.87;
22-02-23 04:14;-223.7;-643.46;-211.86;-445.72;-525.08;
22-02-23 04:24;-223.76;-644.38;-211.94;-442.85;-525.65;
22-02-23 04:34;-223.87;-644.97;-212.02;-443.58;-525.94;
22-02-23 04:44;-223.95;-646.37;-212.09;-444;-526.01;
22-02-23 04:54;-224.04;-644.57;-212.17;-445.91;-525.66;
22-02-23 05:04;-224.12;-644.52;-212.25;-446.38;-524.56;
22-02-23 05:14;-224.22;-645.25;-212.35;-446.06;-523.87;
22-02-23 05:24;-224.3;-645.28;-212.42;-445.44;-524.98;
22-02-23 05:34;-224.38;-644.97;-212.5;-446.36;-525.67;
22-02-23 05:44;-224.47;-643.66;-212.59;-444.63;-527.26;
22-02-23 05:54;-224.56;-644.54;-212.67;-447.04;-527.73;
22-02-23 06:04;-224.65;-644.82;-212.77;-447.81;-525.65;
22-02-23 06:14;-224.74;-647.04;-212.86;-447.24;-528.76;
22-02-23 06:24;-224.85;-643.94;-212.96;-446.44;-526.73;
22-02-23 06:34;-224.94;-644.8;-213.05;-446.54;-528.94;
22-02-23 06:44;-225.02;-644.17;-213.13;-446.57;-529.09;
22-02-23 06:54;-225.11;-646.13;-213.21;-448.34;-529.3;
22-02-23 07:04;-225.19;-644.5;-213.29;-448.84;-529.6;
22-02-23 07:14;-225.27;-646.12;-213.35;-447.33;-528.61;
22-02-23 07:24;-225.36;-646.11;-213.43;-448.61;-529.9;
22-02-23 07:34;-225.43;-647.7;-213.5;-449.46;-530.81;
22-02-23 07:44;-225.52;-645.03;-213.57;-448.59;-530.13;
22-02-23 07:54;-225.6;-646.82;-213.65;-448.48;-531.9;
22-02-23 08:04;-225.69;-644.81;-213.73;-447.61;-531.93;
22-02-23 08:14;-225.78;-648.58;-213.8;-447.36;-533.7;
22-02-23 08:24;-225.87;-649.02;-213.89;-448.79;-535.36;
22-02-23 08:34;-225.96;-648.27;-213.97;-448.53;-535.31;
22-02-23 08:44;-226.05;-649.95;-214.05;-447.44;-534.5;
22-02-23 08:54;-226.15;-648.17;-214.14;-449.75;-537.28;
22-02-23 09:04;-226.26;-646.5;-214.23;-447.78;-538.04;
22-02-23 09:14;-226.35;-649.61;-214.33;-447.55;-537.63;
22-02-23 09:24;-226.45;-648.33;-214.41;-449.65;-539.17;
22-02-23 09:34;-226.55;-647.36;-214.51;-450.39;-539.12;
22-02-23 09:44;-226.66;-649.17;-214.61;-450.53;-538.85;
22-02-23 09:54;-226.75;-648.41;-214.68;-450.05;-540.1;
22-02-23 10:04;-226.85;-647.53;-214.79;-450.13;-541.54;
22-02-23 10:14;-226.94;-652.5;-214.86;-450.2;-539.83;
22-02-23 10:24;-227.03;-650.28;-214.94;-450.27;-538.71;
22-02-23 10:34;-227.1;-651.15;-215.02;-453.26;-540.91;
22-02-23 10:44;-227.19;-651.99;-215.08;-453.59;-540.64;
22-02-23 10:54;-227.27;-652.36;-215.17;-452.67;-539.81;
22-02-23 11:04;-227.36;-654.05;-215.24;-451.5;-541.33;
22-02-23 11:14;-227.44;-651.81;-215.32;-450.56;-541.34;
22-02-23 11:24;-227.54;-655.3;-215.4;-450.99;-541.13;
22-02-23 11:34;-227.63;-655.16;-215.48;-451.51;-545.5;
22-02-23 11:44;-227.75;-655.28;-215.59;-454.32;-547.11;
22-02-23 11:54;-227.85;-653.62;-215.7;-453.19;-548.11;
22-02-23 12:04;-227.96;-654.51;-215.78;-453.53;-547.7;
22-02-23 12:14;-228.05;-658.65;-215.88;-453.63;-547.02;
22-02-23 12:24;-228.14;-659.22;-215.97;-454;-545.28;
22-02-23 12:34;-228.26;-656.53;-216.05;-452.09;-547.26;
22-02-23 12:44;-228.33;-659.84;-216.14;-455.44;-549.07;
22-02-23 12:54;-228.44;-660.39;-216.22;-454.71;-549.9;
22-02-23 13:04;-228.54;-657.61;-216.32;-454.66;-550.29;
22-02-23 13:14;-228.64;-659.78;-216.42;-454.05;-546.95;
22-02-23 13:24;-228.75;-659.91;-216.51;-456.2;-550.83;
22-02-23 13:34;-228.86;-660.21;-216.62;-454.87;-551.77;
22-02-23 13:44;-228.97;-659.12;-216.71;-454.85;-551.94;
22-02-23 13:54;-229.07;-663.41;-216.8;-456.78;-552.86;
22-02-23 14:04;-229.17;-662.19;-216.9;-457.23;-552.78;
22-02-23 14:14;-229.27;-664.55;-216.99;-454.9;-552.43;
22-02-23 14:24;-229.39;-664.96;-217.08;-457.37;-553.92;
22-02-23 14:34;-229.49;-665.48;-217.19;-457.54;-552.72;
22-02-23 14:44;-229.62;-666.14;-217.28;-460.21;-555.62;
22-02-23 14:54;-229.72;-664.95;-217.38;-458.88;-555.92;
22-02-23 15:04;-229.85;-665.18;-217.49;-458.07;-555.72;
22-02-23 15:14;-229.97;-666.47;-217.59;-457.81;-557.78;
22-02-23 15:24;-230.08;-667.34;-217.69;-459.66;-557.6;
22-02-23 15:34;-230.21;-665.9;-217.79;-458.66;-555.81;
22-02-23 15:44;-230.32;-666.88;-217.9;-458.36;-558.52;
22-02-23 15:54;-230.44;-668.25;-218;-461.35;-558.14;
22-02-23 16:04;-230.56;-666.69;-218.11;-461.83;-559.43;
22-02-23 16:14;-230.66;-668.29;-218.21;-460.89;-560.49;
22-02-23 16:24;-230.77;-668.69;-218.31;-459.35;-561.41;
22-02-23 16:34;-230.88;-668.6;-218.4;-461.83;-561.76;
22-02-23 16:44;-230.99;-667.7;-218.51;-463.02;-562.06;
22-02-23 16:54;-231.1;-668.54;-218.61;-460.96;-561.88;
22-02-23 17:04;-231.2;-669.79;-218.7;-463.84;-562.25;
22-02-23 17:14;-231.29;-668.38;-218.79;-463.36;-560.81;
22-02-23 17:24;-231.39;-668.83;-218.89;-462.67;-562.26;
22-02-23 17:34;-231.51;-670.53;-218.99;-463.74;-560.41;
