time;plant_1;tem_1;plant_2;tem_2;plant_3;tem_3
27-01-26 22:46;-23.98;-18.31;-26.62;-18.05;-15.78;-16.36
27-01-26 22:56;-22.66;-18.43;-25.6;-18.19;-13.51;-16.51
27-01-26 23:06;-22.17;-18.57;-27.53;-18.33;-14.73;-16.68
27-01-26 23:16;-23.65;-18.71;-27.82;-18.49;-14.39;-16.85
27-01-26 23:26;-23.91;-18.84;-28.26;-18.65;-14.12;-17.02
27-01-26 23:36;-23.8;-19.03;-26.19;-18.77;-13.65;-17.17
27-01-26 23:46;-21.87;-19.21;-27.46;-18.91;-14.78;-17.32
27-01-26 23:56;-22.25;-19.35;-27.66;-19.05;-14.42;-17.48
28-01-26 00:06;-22.86;-19.52;-27.21;-19.19;-14.54;-17.63
28-01-26 00:16;-23.48;-19.65;-27.32;-19.32;-14.35;-17.77
28-01-26 00:26;-23.55;-19.78;-27.32;-19.45;-14.22;-17.9
28-01-26 00:36;-22.9;-19.92;-26.79;-19.58;-15.37;-18.03
28-01-26 00:46;-23.02;-20.06;-26.22;-19.71;-13.59;-18.14
28-01-26 00:56;-22.13;-20.19;-26.49;-19.82;-12.91;-18.26
28-01-26 01:06;-27.52;-20.31;-25.77;-19.94;-13.25;-18.39
28-01-26 01:16;-27.1;-20.44;-31.28;-20.06;-12.99;-18.51
28-01-26 01:26;-24.07;-20.55;-31.36;-20.19;-12.83;-18.66
28-01-26 01:36;-23.75;-20.68;-31.78;-20.32;-11.68;-18.8
28-01-26 01:46;-23.34;-20.79;-30.83;-20.44;-11.8;-18.94
28-01-26 01:56;-23.68;-20.91;-27.98;-20.56;-10.45;-19.08
28-01-26 02:06;-24.31;-21.02;-28.12;-20.7;-11.45;-19.21
28-01-26 02:16;-22.39;-21.15;-28.63;-20.82;-10.83;-19.34
28-01-26 02:26;-24.77;-21.3;-29.46;-20.98;-10.22;-19.48
28-01-26 02:36;-22.99;-21.46;-27.58;-21.08;-11.24;-19.61
28-01-26 02:46;-25.41;-21.6;-28.64;-21.22;-11.31;-19.74
28-01-26 02:56;-23.63;-21.75;-29.99;-21.34;-11.49;-19.88
28-01-26 03:06;-24.99;-21.88;-28.02;-21.47;-11.91;-20.01
28-01-26 03:16;-25.82;-22.01;-28.94;-21.59;-12.89;-20.14
28-01-26 03:26;-27.2;-22.15;-28.99;-21.72;-12.76;-20.25
28-01-26 03:36;-24.83;-22.3;-28.96;-21.85;-11.1;-20.37
28-01-26 03:46;-24.9;-22.42;-28.43;-21.98;-11.65;-20.49
28-01-26 03:56;-27.87;-22.55;-27.98;-22.09;-11.63;-20.59
28-01-26 04:06;-27.81;-22.66;-27.45;-22.21;-11.53;-20.7
28-01-26 04:16;-28.15;-22.78;-34.75;-22.33;-11.65;-20.82
28-01-26 04:26;-27.91;-22.9;-31.07;-22.44;-11.18;-20.94
28-01-26 04:36;-25.18;-23.01;-32.77;-22.55;-10.29;-21.05
28-01-26 04:46;-27.34;-23.12;-31.9;-22.67;-10.62;-21.18
28-01-26 04:56;-27.92;-23.22;-30.06;-22.78;-10.48;-21.32
28-01-26 05:06;-24.87;-23.33;-27.84;-22.89;-9.84;-21.43
28-01-26 05:16;-24.65;-23.44;-30.84;-23;-9.27;-21.56
28-01-26 05:26;-26.39;-23.56;-30.88;-23.14;-10.14;-21.69
28-01-26 05:36;-26.59;-23.66;-31.24;-23.25;-10.56;-21.81
28-01-26 05:46;-24.81;-23.8;-29.18;-23.38;-8.98;-21.93
28-01-26 05:56;-25.63;-23.94;-29.83;-23.49;-9.53;-22.08
28-01-26 06:06;-26.32;-24.08;-29.77;-23.65;-10.4;-22.25
28-01-26 06:16;-25.71;-24.26;-30.62;-23.81;-10.73;-22.4
28-01-26 06:26;-26.43;-24.43;-30.87;-23.97;-12.54;-22.54
28-01-26 06:36;-26.33;-24.63;-32.09;-24.15;-13.55;-22.69
28-01-26 06:46;-32.78;-24.86;-31.57;-24.33;-12.72;-22.84
28-01-26 06:56;-31.69;-25.07;-33.26;-24.53;-13.21;-23.03
28-01-26 07:06;-33.75;-25.31;-32.4;-24.74;-16.14;-23.23
28-01-26 07:16;-35.08;-25.54;-33.94;-24.97;-17.26;-23.45
28-01-26 07:26;-35.77;-25.75;-34.86;-25.21;-20.36;-23.67
28-01-26 07:36;-36.29;-26.01;-35.13;-25.42;-20.87;-23.91
28-01-26 07:46;-36.62;-26.25;-35.49;-25.66;-21;-24.15
28-01-26 07:56;-36.93;-26.51;-37.07;-25.86;-21.21;-24.36
28-01-26 08:06;-37.3;-26.72;-36.71;-26.08;-23.08;-24.56
28-01-26 08:16;-38.97;-26.92;-38.5;-26.27;-23.52;-24.77
28-01-26 08:26;-38.37;-27.13;-37.5;-26.47;-23.35;-24.98
28-01-26 08:36;-37.5;-27.33;-36.74;-26.69;-23.36;-25.21
28-01-26 08:46;-38.34;-27.64;-35.86;-26.85;-22.97;-25.37
28-01-26 08:56;-38.86;-27.72;-33.99;-27.03;-23.84;-25.54
28-01-26 09:06;-37.96;-27.91;-34.27;-27.19;-21.85;-25.72
28-01-26 09:16;-34.89;-28.08;-33.19;-27.35;-20.72;-25.9
28-01-26 09:26;-34.85;-28.26;-32.15;-27.52;-20.44;-26.06
28-01-26 09:36;-38.32;-28.43;-33.8;-27.73;-20.24;-26.28
28-01-26 09:46;-38.39;-28.62;-32.89;-27.95;-21.03;-26.48
28-01-26 09:56;-37.23;-28.83;-33.7;-28.17;-20.51;-26.68
28-01-26 10:06;-37.9;-29.05;-34.78;-28.38;-21.58;-26.88
28-01-26 10:16;-37.73;-29.27;-33.22;-28.62;-21.74;-27.11
28-01-26 10:26;-39.97;-29.5;-37.43;-28.87;-23.24;-27.34
28-01-26 10:36;-39.4;-29.74;-38.78;-29.11;-22.99;-27.56
28-01-26 10:46;-39.62;-29.98;-36.84;-29.34;-22.95;-27.82
28-01-26 10:56;-40.15;-30.24;-37.44;-29.58;-22.77;-28.05
28-01-26 11:06;-40.73;-30.5;-38.01;-29.83;-24.21;-28.31
28-01-26 11:16;-38.39;-30.77;-37.58;-30.07;-24.58;-28.57
28-01-26 11:26;-41.04;-31.03;-38.01;-30.32;-24.37;-28.82
28-01-26 11:36;-40.53;-31.3;-37.85;-30.57;-25.19;-29.09
28-01-26 11:46;-40.31;-31.56;-38.06;-30.8;-23.69;-29.35
28-01-26 11:56;-39.77;-31.82;-37.99;-31.04;-24.22;-29.6
28-01-26 12:06;-39.26;-32.08;-38.25;-31.3;-25.19;-29.87
28-01-26 12:16;-41.27;-32.34;-38.79;-31.54;-23.88;-30.1
28-01-26 12:26;-40.92;-32.59;-38.72;-31.76;-24.74;-30.35
28-01-26 12:36;-42.18;-32.85;-41.09;-32.01;-25.73;-30.58
28-01-26 12:46;-42.94;-33.08;-40.58;-32.24;-26.96;-30.82
28-01-26 12:56;-41.42;-33.32;-40.15;-32.46;-25.03;-31.06
28-01-26 13:06;-42.02;-33.56;-40.24;-32.71;-26.08;-31.31
28-01-26 13:16;-42.28;-33.82;-39.98;-32.94;-26.4;-31.53
28-01-26 13:26;-43.19;-34.06;-39.75;-33.17;-25.2;-31.77
28-01-26 13:36;-43.38;-34.32;-40.98;-33.42;-27.32;-32.01
28-01-26 13:46;-42.6;-34.56;-40.55;-33.65;-25.73;-32.26
28-01-26 13:56;-43.5;-34.81;-39.83;-33.88;-27.47;-32.5
28-01-26 14:06;-43.03;-35.06;-39.92;-34.12;-28.78;-32.72
28-01-26 14:16;-43.65;-35.31;-39.89;-34.35;-27.34;-32.97
28-01-26 14:26;-45.49;-35.55;-40.04;-34.59;-28.4;-33.2
28-01-26 14:36;-46.09;-35.8;-40.04;-34.82;-30.27;-33.44
28-01-26 14:46;-45.31;-36.03;-40.78;-35.04;-28.48;-33.67
28-01-26 14:56;-46.22;-36.26;-40.58;-35.28;-29.93;-33.91
28-01-26 15:06;-46.07;-36.5;-40.23;-35.52;-31.21;-34.14
28-01-26 15:16;-45.21;-36.75;-42.03;-35.76;-29.65;-34.38
28-01-26 15:26;-45.91;-36.98;-41.56;-35.98;-31.25;-34.6
28-01-26 15:36;-44.9;-37.22;-43.68;-36.21;-31.23;-34.82
28-01-26 15:46;-45.91;-37.44;-43.03;-36.43;-32.26;-35.03
28-01-26 15:56;-48.72;-37.66;-42.29;-36.65;-32.65;-35.25
28-01-26 16:06;-48.65;-37.87;-41.88;-36.86;-33.51;-35.45
28-01-26 16:16;-47.46;-38.1;-52.62;-37.08;-31.2;-35.66
28-01-26 16:26;-50.04;-38.34;-47.05;-37.25;-32.99;-35.86
28-01-26 16:36;-48.26;-38.56;-45.84;-37.48;-32.44;-36.09
28-01-26 16:46;-47.99;-38.77;-46.69;-37.68;-32.74;-36.27
28-01-26 16:56;-48.5;-38.98;-44.84;-37.84;-32.29;-36.45
28-01-26 17:06;-48.13;-39.18;-46.43;-38.04;-35.15;-36.67
28-01-26 17:16;-48.4;-39.38;-45.18;-38.28;-33.47;-36.89
28-01-26 17:26;-48.46;-39.66;-48.89;-38.5;-35.03;-37.12
28-01-26 17:36;-47.24;-39.94;-46.29;-38.75;-34.97;-37.37
28-01-26 17:46;-45.74;-40.21;-50.29;-39;-35.21;-37.6
28-01-26 17:56;-47.8;-40.48;-47.99;-39.22;-37.93;-37.83
28-01-26 18:06;-49.13;-40.76;-49.15;-39.46;-37.28;-38.06
28-01-26 18:16;-47.48;-40.99;-50.19;-39.71;-40.04;-38.3
28-01-26 18:26;-50.29;-41.29;-48.46;-39.94;-38.97;-38.52
28-01-26 18:36;-50.23;-41.55;-49.97;-40.15;-40.65;-38.76
28-01-26 18:46;-49.49;-41.79;-50.75;-40.37;-39.56;-38.98
28-01-26 18:56;-47.85;-42.02;-49.36;-40.6;-40.81;-39.21
28-01-26 19:06;-48.51;-42.29;-50.22;-40.85;-42.28;-39.45
28-01-26 19:16;-50.16;-42.56;-51.14;-41.08;-40.81;-39.69
28-01-26 19:26;-51.54;-42.87;-48.13;-41.31;-42.64;-39.92
28-01-26 19:36;-48.57;-43.09;-51.87;-41.55;-41.53;-40.17
28-01-26 19:46;-50.24;-43.34;-49.67;-41.75;-43.04;-40.37
28-01-26 19:56;-51.1;-43.56;-49.99;-41.94;-42.58;-40.57
28-01-26 20:06;-51.69;-43.74;-52.92;-42.13;-43.86;-40.77
28-01-26 20:16;-52.37;-43.94;-53.45;-42.3;-43.85;-40.96
28-01-26 20:26;-53.06;-44.15;-52.17;-42.48;-44.16;-41.15
28-01-26 20:36;-52.63;-44.34;-55.12;-42.65;-44.32;-41.33
28-01-26 20:46;-52.52;-44.53;-53.53;-42.81;-43.88;-41.52
28-01-26 20:56;-53.39;-44.71;-53.26;-42.98;-41.61;-41.69
28-01-26 21:06;-52.8;-44.9;-53.62;-43.14;-41.76;-41.87
28-01-26 21:16;-55.4;-45.07;-52.39;-43.3;-41.75;-42.04
28-01-26 21:26;-51.33;-45.25;-54.86;-43.48;-41.2;-42.21
28-01-26 21:36;-54.1;-45.42;-53.78;-43.63;-41.27;-42.39
28-01-26 21:46;-50.83;-45.58;-53.05;-43.79;-41.45;-42.55
28-01-26 21:56;-51.57;-45.76;-53.3;-43.91;-41.66;-42.68
28-01-26 22:06;-54.38;-45.88;-55.46;-44.02;-41.34;-42.78
28-01-26 22:16;-52.76;-45.98;-52.74;-44.11;-40.73;-42.88
28-01-26 22:26;-54.06;-46.06;-53.71;-44.22;-40.44;-42.99
28-01-26 22:36;-53.98;-46.15;-52.9;-44.32;-39.86;-43.1
28-01-26 22:46;-54.42;-46.23;-53.05;-44.4;-39.21;-43.2
28-01-26 22:56;-49.95;-46.31;-54.55;-44.51;-38.3;-43.32
28-01-26 23:06;-51.02;-46.4;-52.29;-44.61;-37.87;-43.44
28-01-26 23:16;-50.7;-46.49;-53.75;-44.72;-37.75;-43.55
28-01-26 23:26;-51.07;-46.57;-53.44;-44.81;-35.55;-43.68
28-01-26 23:36;-53.16;-46.69;-52.8;-44.95;-36.21;-43.83
28-01-26 23:46;-50.49;-46.81;-54.7;-45.07;-35.36;-43.96
28-01-26 23:56;-53.52;-46.92;-53.86;-45.17;-38.05;-44.08
29-01-26 00:06;-51.32;-47.05;-54.31;-45.29;-37.36;-44.21
29-01-26 00:16;-54.3;-47.19;-52.35;-45.4;-36.91;-44.33
29-01-26 00:26;-51.99;-47.3;-54.58;-45.51;-36.56;-44.45
29-01-26 00:36;-54.46;-47.44;-56.52;-45.65;-38.95;-44.57
29-01-26 00:46;-55.54;-47.56;-58.36;-45.75;-37.61;-44.68
29-01-26 00:56;-56.1;-47.66;-57.73;-45.85;-38.79;-44.78
29-01-26 01:06;-54.03;-47.77;-57.45;-45.94;-39.54;-44.87
29-01-26 01:16;-53.06;-47.88;-59.26;-46.04;-37.53;-44.97
29-01-26 01:26;-54.38;-47.98;-58.1;-46.14;-37.91;-45.08
29-01-26 01:36;-55.11;-48.08;-59.3;-46.25;-38.33;-45.18
29-01-26 01:46;-56.06;-48.18;-55.65;-46.34;-38.06;-45.3
29-01-26 01:56;-57.57;-48.28;-58.61;-46.45;-36.67;-45.42
29-01-26 02:06;-57.99;-48.37;-55.52;-46.54;-37.71;-45.52
29-01-26 02:16;-55.33;-48.47;-58.17;-46.64;-36.12;-45.64
29-01-26 02:26;-57.19;-48.57;-57.86;-46.75;-37.29;-45.76
29-01-26 02:36;-54.51;-48.67;-55.95;-46.87;-36.45;-45.87
29-01-26 02:46;-55.18;-48.78;-59.54;-46.99;-36.2;-45.99
29-01-26 02:56;-53.36;-48.92;-57.33;-47.1;-35.94;-46.1
29-01-26 03:06;-53.9;-49.03;-57.65;-47.2;-38.88;-46.21
29-01-26 03:16;-55.14;-49.14;-61.16;-47.3;-38.63;-46.32
29-01-26 03:26;-55.64;-49.27;-58.14;-47.41;-38.44;-46.42
29-01-26 03:36;-53.52;-49.38;-57.9;-47.54;-40.46;-46.54
29-01-26 03:46;-56.14;-49.49;-61.48;-47.64;-39.58;-46.64
29-01-26 03:56;-53.56;-49.62;-59.97;-47.75;-38.62;-46.75
29-01-26 04:06;-57.09;-49.73;-60.98;-47.85;-41.3;-46.84
29-01-26 04:16;-59.6;-49.83;-59.78;-47.95;-39.71;-46.94
29-01-26 04:26;-56.01;-49.93;-60.9;-48.05;-40.12;-47.05
29-01-26 04:36;-59.03;-50.03;-64.28;-48.15;-39.56;-47.15
29-01-26 04:46;-60.84;-50.13;-61.72;-48.25;-39.84;-47.26
29-01-26 04:56;-61.15;-50.22;-61.93;-48.35;-40.39;-47.37
29-01-26 05:06;-62.36;-50.32;-61.31;-48.45;-40.27;-47.49
29-01-26 05:16;-58.58;-50.41;-58.94;-48.55;-39.73;-47.6
29-01-26 05:26;-59.57;-50.5;-63.24;-48.68;-40.42;-47.72
29-01-26 05:36;-57.46;-50.59;-60.94;-48.77;-39.89;-47.84
29-01-26 05:46;-61.72;-50.73;-63.49;-48.87;-39.61;-47.94
29-01-26 05:56;-60.65;-50.84;-63.02;-48.97;-41.47;-48.06
29-01-26 06:06;-62.84;-50.95;-62.03;-49.14;-41.32;-48.22
29-01-26 06:16;-60.84;-51.13;-63.28;-49.29;-42.27;-48.36
29-01-26 06:26;-62.78;-51.22;-63.74;-49.44;-43.9;-48.5
29-01-26 06:36;-62.25;-51.46;-65.31;-49.63;-44.76;-48.64
29-01-26 06:46;-60.3;-51.67;-64.74;-49.79;-44.9;-48.8
29-01-26 06:56;-61.19;-51.88;-63.56;-49.97;-46.03;-48.97
29-01-26 07:06;-63.98;-52.1;-65.98;-50.17;-46.57;-49.16
29-01-26 07:16;-65.57;-52.32;-64.21;-50.35;-46.61;-49.35
29-01-26 07:26;-64.78;-52.53;-68.49;-50.54;-47.12;-49.56
29-01-26 07:36;-66.45;-52.73;-67.46;-50.72;-47.08;-49.74
29-01-26 07:46;-64.65;-52.95;-64.37;-50.93;-49.92;-49.95
29-01-26 07:56;-63.53;-53.17;-65.86;-51.14;-49.65;-50.17
29-01-26 08:06;-65.7;-53.39;-67.23;-51.34;-49.55;-50.38
29-01-26 08:16;-64.15;-53.6;-68.65;-51.57;-52.66;-50.6
29-01-26 08:26;-66.26;-53.83;-67.87;-51.77;-51.45;-50.82
29-01-26 08:36;-65.55;-54.09;-67.3;-52.03;-51.41;-51.06
29-01-26 08:46;-64.52;-54.36;-71.15;-52.27;-51.53;-51.29
29-01-26 08:56;-65.6;-54.63;-69.81;-52.51;-51.92;-51.51
29-01-26 09:06;-68.1;-54.9;-71.33;-52.74;-54.21;-51.74
29-01-26 09:16;-66.54;-55.14;-69.82;-52.96;-53.81;-51.95
29-01-26 09:26;-68.72;-55.37;-70.23;-53.18;-53.53;-52.18
29-01-26 09:36;-68.66;-55.63;-72.52;-53.4;-53.09;-52.39
29-01-26 09:46;-70.52;-55.87;-70.93;-53.6;-55.32;-52.59
29-01-26 09:56;-71.93;-56.11;-71.2;-53.82;-55.84;-52.8
29-01-26 10:06;-69.92;-56.34;-73.48;-54.02;-55.03;-53.01
29-01-26 10:16;-70.53;-56.56;-72.37;-54.2;-56.57;-53.22
29-01-26 10:26;-72.79;-56.76;-72.24;-54.43;-55.63;-53.44
29-01-26 10:36;-72.06;-56.97;-72.36;-54.62;-56.87;-53.66
29-01-26 10:46;-74.29;-57.21;-74.27;-54.83;-56.27;-53.86
29-01-26 10:56;-72.77;-57.43;-74.07;-55.04;-57.59;-54.08
29-01-26 11:06;-73.18;-57.66;-73.2;-55.25;-57;-54.31
29-01-26 11:16;-71.74;-57.9;-74.66;-55.46;-58.61;-54.53
29-01-26 11:26;-72.3;-58.12;-74.23;-55.68;-57.96;-54.76
29-01-26 11:36;-71.89;-58.35;-72.8;-55.89;-58.93;-54.99
29-01-26 11:46;-74.52;-58.59;-76.44;-56.12;-58.51;-55.24
29-01-26 11:56;-74.95;-58.83;-74.97;-56.35;-58.37;-55.5
29-01-26 12:06;-73.89;-59.08;-74.25;-56.61;-60.71;-55.78
29-01-26 12:16;-72.48;-59.38;-76.07;-56.9;-60.87;-56.06
29-01-26 12:26;-76.5;-59.69;-76.03;-57.24;-61.53;-56.35
29-01-26 12:36;-75.42;-60.06;-75.26;-57.53;-61.31;-56.64
29-01-26 12:46;-76.42;-60.4;-77.82;-57.84;-63.72;-56.96
29-01-26 12:56;-75.43;-60.74;-78.02;-58.33;-64.4;-57.28
29-01-26 13:06;-79.47;-61.21;-77.64;-58.53;-65.2;-57.59
29-01-26 13:16;-76.03;-61.54;-76.96;-58.8;-65.69;-57.89
29-01-26 13:26;-78;-61.82;-76.23;-59.14;-67.38;-58.22
29-01-26 13:36;-78.84;-62.16;-80.93;-59.45;-67.84;-58.54
29-01-26 13:46;-77.4;-62.52;-78.56;-59.72;-67.89;-58.84
29-01-26 13:56;-77.54;-62.83;-80.16;-60.04;-67.88;-59.15
29-01-26 14:06;-80.63;-63.15;-78.7;-60.37;-70.09;-59.46
29-01-26 14:16;-78.9;-63.55;-80.58;-60.68;-70.17;-59.78
29-01-26 14:26;-80.09;-63.89;-78.97;-60.97;-69.98;-60.06
29-01-26 14:36;-81.12;-64.18;-80.83;-61.31;-71.87;-60.41
29-01-26 14:46;-82.42;-64.56;-79.86;-61.58;-72.14;-60.67
29-01-26 14:56;-83.26;-64.83;-80.01;-61.85;-74.72;-60.94
29-01-26 15:06;-78.66;-65.07;-80.66;-62.11;-73.83;-61.22
29-01-26 15:16;-81.6;-65.33;-81.14;-62.37;-73.69;-61.47
29-01-26 15:26;-82.23;-65.6;-81.28;-62.63;-73.75;-61.74
29-01-26 15:36;-81.55;-65.89;-84.07;-62.88;-72.76;-62.01
29-01-26 15:46;-83.47;-66.17;-85.64;-63.13;-74.24;-62.26
29-01-26 15:56;-83.27;-66.44;-82.32;-63.37;-75.38;-62.49
29-01-26 16:06;-82.53;-66.69;-84.68;-63.6;-73.48;-62.75
29-01-26 16:16;-82.31;-66.93;-86.87;-63.82;-74.69;-62.98
29-01-26 16:26;-85.53;-67.19;-84.07;-64.06;-73.61;-63.23
29-01-26 16:36;-84.77;-67.44;-85.36;-64.28;-74.53;-63.46
29-01-26 16:46;-85.68;-67.67;-86.57;-64.5;-75.57;-63.7
29-01-26 16:56;-83.98;-67.9;-86.54;-64.72;-74.28;-63.93
29-01-26 17:06;-83.18;-68.12;-89.5;-64.94;-74.64;-64.16
29-01-26 17:16;-85.69;-68.35;-85.62;-65.16;-75.82;-64.38
29-01-26 17:26;-85.05;-68.57;-85.16;-65.37;-74.23;-64.59
29-01-26 17:36;-86.68;-68.8;-87.95;-65.57;-74;-64.8
29-01-26 17:46;-85.79;-69.02;-86.55;-65.78;-74.15;-65.02
29-01-26 17:56;-86.03;-69.23;-88.02;-66;-74.25;-65.23
29-01-26 18:06;-86.71;-69.46;-89.93;-66.19;-74.38;-65.45
29-01-26 18:16;-85.87;-69.68;-87.39;-66.4;-74.85;-65.65
29-01-26 18:26;-84.85;-69.89;-89.61;-66.61;-74.85;-65.86
29-01-26 18:36;-84.83;-70.12;-89.97;-66.8;-75.2;-66.08
29-01-26 18:46;-85.08;-70.33;-89.65;-67.01;-74.02;-66.3
29-01-26 18:56;-88.73;-70.54;-87.63;-67.21;-74.8;-66.5
29-01-26 19:06;-85.76;-70.76;-89.68;-67.42;-75.57;-66.71
29-01-26 19:16;-86.94;-70.98;-92.72;-67.63;-74.77;-66.94
29-01-26 19:26;-86.58;-71.19;-89.72;-67.83;-75.72;-67.14
29-01-26 19:36;-88.51;-71.41;-91.06;-68.04;-74.99;-67.36
29-01-26 19:46;-88.53;-71.64;-91.2;-68.25;-76.04;-67.57
29-01-26 19:56;-86.76;-71.85;-89.83;-68.46;-75.41;-67.78
29-01-26 20:06;-86.65;-72.07;-90.66;-68.67;-76.26;-67.99
29-01-26 20:16;-86.83;-72.29;-89.44;-68.87;-75.5;-68.2
29-01-26 20:26;-87.28;-72.49;-92.57;-69.07;-76.64;-68.42
29-01-26 20:36;-89.5;-72.72;-90.38;-69.28;-76.07;-68.63
