time;enc_1;enc_2;enc_3;enc_4;enc_5;enc_6
15-02-23 16:07;305;88;427;-23;50;253
15-02-23 16:17;305;88;428;-24;50;253
15-02-23 16:27;305;93;428;-25;49;254
15-02-23 16:37;305;94;429;-26;48;254
15-02-23 16:47;305;95;429;-26;47;255
15-02-23 16:57;305;96;429;-27;46;255
15-02-23 17:07;306;96;430;-28;45;256
15-02-23 17:17;306;98;430;-28;44;257
15-02-23 17:27;307;98;431;-29;44;257
15-02-23 17:37;307;99;431;-30;43;258
15-02-23 17:47;307;100;432;-31;42;258
15-02-23 17:57;307;101;432;-32;41;259
15-02-23 18:07;308;102;433;-33;40;260
15-02-23 18:17;308;103;433;-33;39;260
15-02-23 18:27;309;104;434;-34;39;261
15-02-23 18:37;309;104;434;-35;38;261
15-02-23 18:47;309;105;434;-35;38;262
15-02-23 18:57;309;106;434;-36;37;262
15-02-23 19:07;309;107;435;-36;36;262
15-02-23 19:17;309;107;435;-37;36;263
15-02-23 19:27;310;108;436;-37;35;263
15-02-23 19:37;310;109;436;-38;34;264
15-02-23 19:47;310;109;436;-39;33;264
15-02-23 19:57;310;110;437;-39;32;265
15-02-23 20:07;311;111;437;-40;32;266
15-02-23 20:17;311;112;437;-41;30;266
15-02-23 20:27;311;113;438;-42;30;266
15-02-23 20:37;312;114;438;-42;29;267
15-02-23 20:47;312;115;439;-43;28;267
15-02-23 20:57;312;116;439;-43;28;268
15-02-23 21:07;312;116;439;-44;27;268
15-02-23 21:17;312;122;440;-45;26;268
15-02-23 21:27;313;122;440;-45;26;269
15-02-23 21:37;313;123;440;-46;24;270
15-02-23 21:47;313;124;441;-47;24;270
15-02-23 21:57;313;125;441;-48;24;271
15-02-23 22:07;314;126;441;-49;22;271
15-02-23 22:17;314;127;442;-50;22;272
15-02-23 22:27;314;128;443;-50;20;273
15-02-23 22:37;315;129;443;-51;20;273
15-02-23 22:47;315;130;444;-52;19;274
15-02-23 22:57;315;130;444;-52;18;274
15-02-23 23:07;315;131;444;-53;18;274
15-02-23 23:17;315;132;444;-54;18;275
15-02-23 23:27;316;132;445;-54;16;275
15-02-23 23:37;316;134;445;-55;16;276
15-02-23 23:47;316;134;445;-55;16;276
15-02-23 23:57;316;134;446;-56;15;277
16-02-23 00:07;316;135;446;-57;14;277
16-02-23 00:17;317;136;446;-57;14;278
16-02-23 00:27;317;137;447;-58;12;278
16-02-23 00:37;317;138;447;-59;12;279
16-02-23 00:47;317;138;447;-59;12;279
16-02-23 00:57;317;139;447;-60;12;280
16-02-23 01:07;317;140;448;-60;11;280
16-02-23 01:17;318;140;448;-61;10;281
16-02-23 01:27;318;161;449;-61;10;281
16-02-23 01:37;318;162;449;-62;10;281
16-02-23 01:47;318;162;449;-63;10;282
16-02-23 01:57;318;163;449;-63;8;282
16-02-23 02:07;319;164;449;-64;8;282
16-02-23 02:17;319;164;450;-64;8;283
16-02-23 02:27;319;165;450;-61;7;283
16-02-23 02:37;319;166;450;-61;6;284
16-02-23 02:47;319;166;450;-62;6;284
16-02-23 02:57;319;167;451;-62;6;285
16-02-23 03:07;319;168;451;-63;5;285
16-02-23 03:17;320;168;451;-63;4;285
16-02-23 03:27;320;169;452;-64;4;286
16-02-23 03:37;320;170;452;-65;4;286
16-02-23 03:47;320;170;452;-65;2;286
16-02-23 03:57;320;171;452;-66;2;287
16-02-23 04:07;320;172;453;-66;2;287
16-02-23 04:17;321;172;453;-67;1;287
16-02-23 04:27;321;173;453;-67;0;288
16-02-23 04:37;321;174;453;-68;0;288
16-02-23 04:47;321;174;453;-69;-1;288
16-02-23 04:57;321;175;454;-69;-2;288
16-02-23 05:07;321;176;454;-70;-2;289
16-02-23 05:17;322;176;455;-70;-3;289
16-02-23 05:27;322;177;455;-71;-4;290
16-02-23 05:37;322;178;455;-71;-4;290
16-02-23 05:47;322;178;455;-72;-5;290
16-02-23 05:57;322;179;455;-73;-6;291
16-02-23 06:07;322;180;456;-73;-6;291
16-02-23 06:17;322;180;456;-74;-7;291
16-02-23 06:27;322;180;456;-74;-7;291
16-02-23 06:37;322;181;456;-74;-8;291
16-02-23 06:47;322;182;456;-75;-8;291
16-02-23 06:57;323;182;456;-75;-9;292
16-02-23 07:07;323;183;457;-76;-9;293
16-02-23 07:17;323;184;457;-77;-10;293
16-02-23 07:27;323;184;457;-77;-11;294
16-02-23 07:37;323;185;457;-82;-11;294
16-02-23 07:47;323;185;457;-83;-12;294
16-02-23 07:57;324;186;458;-83;-12;295
16-02-23 08:07;324;187;458;-84;-13;295
16-02-23 08:17;324;187;458;-85;-13;296
16-02-23 08:27;324;188;458;-85;-14;297
16-02-23 08:37;324;188;458;-86;-15;297
16-02-23 08:47;324;189;459;-87;-16;297
16-02-23 08:57;324;190;459;-88;-16;298
16-02-23 09:07;325;190;459;-88;-17;298
16-02-23 09:17;325;191;460;-89;-17;298
16-02-23 09:27;325;192;460;-89;-18;298
16-02-23 09:37;325;192;460;-90;-19;298
16-02-23 09:47;325;193;460;-90;-19;299
16-02-23 09:57;325;194;460;-91;-20;299
16-02-23 10:07;325;194;460;-92;-20;300
16-02-23 10:17;325;195;461;-92;-21;301
16-02-23 10:27;326;196;461;-93;-22;301
16-02-23 10:37;326;201;461;-94;-23;301
16-02-23 10:47;326;210;461;-95;-24;301
16-02-23 10:57;326;211;461;-96;-25;302
16-02-23 11:07;326;212;462;-97;-25;302
16-02-23 11:17;326;212;462;-97;-26;303
16-02-23 11:27;326;213;462;-98;-27;304
16-02-23 11:37;326;214;462;-99;-28;304
16-02-23 11:47;326;215;462;-100;-29;305
16-02-23 11:57;326;216;463;-101;-30;305
16-02-23 12:07;327;216;463;-102;-30;306
16-02-23 12:17;327;217;463;-102;-31;306
16-02-23 12:27;327;218;463;-103;-32;307
16-02-23 12:37;327;219;464;-104;-33;307
16-02-23 12:47;327;220;464;-105;-34;308
16-02-23 12:57;327;221;464;-106;-35;308
16-02-23 13:07;327;222;464;-107;-36;309
16-02-23 13:17;327;223;464;-107;-36;309
16-02-23 13:27;327;224;464;-108;-37;309
16-02-23 13:37;327;224;465;-109;-38;310
16-02-23 13:47;328;225;465;-110;-39;310
16-02-23 13:57;328;226;465;-111;-40;311
16-02-23 14:07;328;227;466;-111;-40;311
16-02-23 14:17;328;228;466;-112;-41;312
16-02-23 14:27;328;229;466;-113;-42;312
16-02-23 14:37;328;230;466;-113;-42;312
16-02-23 14:47;328;231;466;-114;-43;313
16-02-23 14:57;328;232;467;-115;-44;314
16-02-23 15:07;328;232;467;-115;-44;314
16-02-23 15:17;328;234;467;-116;-46;314
16-02-23 15:27;329;235;467;-117;-46;315
16-02-23 15:37;329;235;468;-117;-47;315
16-02-23 15:47;329;236;468;-117;-48;316
16-02-23 15:57;329;237;468;-118;-49;317
16-02-23 16:07;329;238;468;-119;-50;317
16-02-23 16:17;329;240;469;-120;-50;317
16-02-23 16:27;330;240;469;-120;-52;318
16-02-23 16:37;330;241;469;-121;-52;318
16-02-23 16:47;330;242;469;-122;-54;319
16-02-23 16:57;330;243;470;-122;-54;320
16-02-23 17:07;330;244;470;-123;-56;320
16-02-23 17:17;331;245;470;-124;-56;321
16-02-23 17:27;331;246;471;-124;-56;321
16-02-23 17:37;331;246;471;-125;-58;322
16-02-23 17:47;331;247;471;-126;-58;322
16-02-23 17:57;331;248;472;-126;-60;322
16-02-23 18:07;332;253;472;-127;-60;323
16-02-23 18:17;332;258;472;-128;-61;324
16-02-23 18:27;332;259;473;-128;-62;324
16-02-23 18:37;332;259;473;-129;-62;325
16-02-23 18:47;333;260;473;-130;-64;325
16-02-23 18:57;333;260;473;-130;-64;325
16-02-23 19:07;333;281;473;-130;-64;326
16-02-23 19:17;333;282;473;-131;-65;326
16-02-23 19:27;333;283;474;-131;-66;326
16-02-23 19:37;333;284;474;-132;-66;326
16-02-23 19:47;333;284;474;-133;-68;326
16-02-23 19:57;333;285;475;-133;-68;327
16-02-23 20:07;333;286;475;-134;-68;327
16-02-23 20:17;333;286;475;-134;-70;328
16-02-23 20:27;333;287;475;-135;-70;328
16-02-23 20:37;334;288;475;-136;-70;328
16-02-23 20:47;334;288;475;-136;-72;328
16-02-23 20:57;334;290;475;-137;-72;329
16-02-23 21:07;334;290;476;-137;-73;330
16-02-23 21:17;334;291;476;-138;-74;330
16-02-23 21:27;335;291;476;-139;-74;330
16-02-23 21:37;335;292;476;-139;-76;330
16-02-23 21:47;335;293;477;-140;-76;331
16-02-23 21:57;335;294;477;-141;-77;331
16-02-23 22:07;335;295;477;-141;-78;332
16-02-23 22:17;335;296;477;-142;-79;332
16-02-23 22:27;336;296;477;-143;-80;333
16-02-23 22:37;336;298;478;-144;-81;333
16-02-23 22:47;336;298;478;-145;-82;334
16-02-23 22:57;336;298;478;-145;-82;334
16-02-23 23:07;337;299;479;-146;-84;334
16-02-23 23:17;337;300;479;-147;-84;334
16-02-23 23:27;337;300;479;-147;-85;335
16-02-23 23:37;337;297;479;-148;-86;335
16-02-23 23:47;337;298;480;-149;-87;335
16-02-23 23:57;337;299;480;-150;-88;336
17-02-23 00:07;337;299;480;-151;-88;336
17-02-23 00:17;337;300;480;-151;-89;336
17-02-23 00:27;338;300;480;-152;-90;337
17-02-23 00:37;338;302;481;-153;-91;337
17-02-23 00:47;338;302;481;-153;-92;338
17-02-23 00:57;338;303;481;-154;-92;338
17-02-23 01:07;339;303;481;-155;-93;338
17-02-23 01:17;339;304;481;-155;-94;338
17-02-23 01:27;339;305;481;-156;-95;338
17-02-23 01:37;339;309;481;-157;-95;339
17-02-23 01:47;339;310;482;-157;-96;339
17-02-23 01:57;339;310;482;-158;-97;340
17-02-23 02:07;340;311;482;-159;-98;340
17-02-23 02:17;340;311;482;-159;-99;340
17-02-23 02:27;340;311;482;-159;-99;340
17-02-23 02:37;340;312;482;-160;-100;341
17-02-23 02:47;340;313;482;-161;-101;341
17-02-23 02:57;340;314;483;-161;-101;341
17-02-23 03:07;340;314;483;-166;-102;342
17-02-23 03:17;340;315;483;-167;-103;342
17-02-23 03:27;340;315;483;-167;-104;342
17-02-23 03:37;341;316;483;-168;-104;342
17-02-23 03:47;341;316;483;-168;-105;342
17-02-23 03:57;341;316;483;-169;-106;343
17-02-23 04:07;341;317;483;-170;-106;343
17-02-23 04:17;341;318;484;-170;-107;343
17-02-23 04:27;341;318;484;-171;-108;343
17-02-23 04:37;341;319;484;-172;-109;343
17-02-23 04:47;341;319;484;-172;-109;344
17-02-23 04:57;341;320;484;-173;-110;344
17-02-23 05:07;341;321;484;-174;-110;344
17-02-23 05:17;341;321;485;-174;-111;344
17-02-23 05:27;341;322;485;-175;-112;345
17-02-23 05:37;341;322;485;-176;-113;345
17-02-23 05:47;341;323;485;-176;-113;345
17-02-23 05:57;342;324;485;-177;-114;345
17-02-23 06:07;342;324;485;-178;-115;345
17-02-23 06:17;342;324;485;-178;-115;345
17-02-23 06:27;342;325;485;-178;-116;345
17-02-23 06:37;342;325;485;-179;-116;345
17-02-23 06:47;342;326;485;-179;-117;345
17-02-23 06:57;342;326;485;-180;-118;346
17-02-23 07:07;342;327;485;-181;-119;346
17-02-23 07:17;342;327;485;-182;-119;346
17-02-23 07:27;342;327;485;-182;-120;346
17-02-23 07:37;342;327;485;-183;-121;347
17-02-23 07:47;343;329;485;-183;-121;347
17-02-23 07:57;343;329;486;-184;-122;347
17-02-23 08:07;343;330;486;-185;-123;347
17-02-23 08:17;343;330;486;-185;-124;347
17-02-23 08:27;343;331;486;-185;-124;347
17-02-23 08:37;343;332;486;-186;-125;348
17-02-23 08:47;343;332;486;-187;-126;348
17-02-23 08:57;343;332;486;-187;-126;348
17-02-23 09:07;343;333;486;-188;-127;348
17-02-23 09:17;343;334;486;-188;-128;348
17-02-23 09:27;343;334;487;-189;-129;348
17-02-23 09:37;343;334;487;-189;-130;348
17-02-23 09:47;343;335;487;-190;-130;348
17-02-23 09:57;343;336;487;-190;-131;349
17-02-23 10:07;343;336;487;-191;-132;349
17-02-23 10:17;343;337;487;-191;-132;349
17-02-23 10:27;343;338;487;-192;-133;349
17-02-23 10:37;343;338;487;-192;-134;349
17-02-23 10:47;343;339;488;-192;-134;349
17-02-23 10:57;343;339;488;-193;-136;349
17-02-23 11:07;343;340;488;-194;-136;350
17-02-23 11:17;343;340;488;-194;-137;350
17-02-23 11:27;343;342;488;-195;-138;351
17-02-23 11:37;343;342;488;-195;-138;351
17-02-23 11:47;343;343;488;-196;-140;351
17-02-23 11:57;343;344;488;-197;-140;352
17-02-23 12:07;343;344;488;-197;-142;352
17-02-23 12:17;343;344;488;-198;-142;352
17-02-23 12:27;344;345;489;-199;-144;352
17-02-23 12:37;344;345;489;-200;-144;352
17-02-23 12:47;344;346;489;-200;-145;352
17-02-23 12:57;344;347;489;-201;-146;353
17-02-23 13:07;344;348;489;-201;-148;353
17-02-23 13:17;344;349;489;-202;-148;353
17-02-23 13:27;344;349;489;-202;-149;353
17-02-23 13:37;344;350;489;-203;-150;354
17-02-23 13:47;345;350;489;-204;-150;354
17-02-23 13:57;345;351;490;-204;-152;355
17-02-23 14:07;345;351;490;-205;-152;355
17-02-23 14:17;345;352;490;-206;-153;355
17-02-23 14:27;345;353;490;-206;-154;356
17-02-23 14:37;345;354;490;-207;-154;356
17-02-23 14:47;345;354;490;-208;-156;356
17-02-23 14:57;345;354;490;-208;-156;357
17-02-23 15:07;345;354;490;-209;-157;357
17-02-23 15:17;345;355;490;-210;-158;357
17-02-23 15:27;345;356;491;-210;-160;357
17-02-23 15:37;345;356;491;-211;-160;357
17-02-23 15:47;345;357;491;-212;-162;358
17-02-23 15:57;345;358;491;-213;-162;358
17-02-23 16:07;345;358;491;-214;-164;359
17-02-23 16:17;345;359;491;-215;-165;360
17-02-23 16:27;346;360;491;-216;-166;360
17-02-23 16:37;346;361;491;-216;-167;360
17-02-23 16:47;346;374;492;-217;-168;361
17-02-23 16:57;346;374;492;-214;-168;361
17-02-23 17:07;347;374;492;-215;-169;361
17-02-23 17:17;347;375;493;-215;-170;362
17-02-23 17:27;347;375;493;-216;-171;362
17-02-23 17:37;347;375;493;-216;-172;362
17-02-23 17:47;347;376;493;-217;-172;362
17-02-23 17:57;347;376;493;-217;-173;362
17-02-23 18:07;347;376;493;-218;-173;363
17-02-23 18:17;347;376;493;-218;-174;363
17-02-23 18:27;347;376;493;-219;-175;363
17-02-23 18:37;347;378;493;-219;-176;364
17-02-23 18:47;347;378;493;-219;-176;364
17-02-23 18:57;347;378;493;-220;-177;364
17-02-23 19:07;347;378;493;-221;-178;364
17-02-23 19:17;347;379;493;-221;-179;365
17-02-23 19:27;348;379;494;-222;-180;365
17-02-23 19:37;348;379;494;-223;-180;365
17-02-23 19:47;348;379;494;-223;-181;365
17-02-23 19:57;348;381;494;-224;-182;366
17-02-23 20:07;349;381;494;-224;-183;366
17-02-23 20:17;349;381;495;-225;-184;366
17-02-23 20:27;349;382;495;-225;-185;366
17-02-23 20:37;349;382;495;-226;-186;367
17-02-23 20:47;349;384;495;-227;-186;367
17-02-23 20:57;349;384;495;-227;-188;367
17-02-23 21:07;349;384;495;-227;-188;367
17-02-23 21:17;349;384;495;-228;-189;367
17-02-23 21:27;349;385;495;-229;-190;368
17-02-23 21:37;349;385;496;-229;-191;368
17-02-23 21:47;349;386;496;-230;-192;368
17-02-23 21:57;349;386;496;-231;-193;368
17-02-23 22:07;349;387;497;-231;-193;368
17-02-23 22:17;350;387;497;-232;-195;369
17-02-23 22:27;351;387;497;-233;-196;370
17-02-23 22:37;351;389;497;-233;-197;370
17-02-23 22:47;351;389;498;-234;-198;370
17-02-23 22:57;351;390;498;-235;-199;371
17-02-23 23:07;351;390;498;-235;-200;371
17-02-23 23:17;351;390;498;-236;-200;371
17-02-23 23:27;351;391;498;-236;-201;371
17-02-23 23:37;351;391;499;-237;-202;371
17-02-23 23:47;351;391;499;-238;-203;372
17-02-23 23:57;352;393;499;-238;-204;372
18-02-23 00:07;352;393;499;-239;-205;372
18-02-23 00:17;352;393;499;-240;-206;372
18-02-23 00:27;352;394;499;-240;-206;373
18-02-23 00:37;353;394;499;-241;-208;373
18-02-23 00:47;353;394;500;-241;-208;373
18-02-23 00:57;353;396;500;-242;-209;373
18-02-23 01:07;353;396;500;-243;-210;373
18-02-23 01:17;353;396;500;-243;-210;373
18-02-23 01:27;353;396;500;-244;-212;373
18-02-23 01:37;353;398;501;-244;-212;375
18-02-23 01:47;353;398;501;-245;-212;375
18-02-23 01:57;354;398;501;-245;-213;375
18-02-23 02:07;354;398;501;-246;-214;375
18-02-23 02:17;354;398;501;-246;-214;375
18-02-23 02:27;354;400;501;-247;-214;375
18-02-23 02:37;354;400;501;-248;-216;377
18-02-23 02:47;355;400;501;-248;-216;377
18-02-23 02:57;355;400;502;-248;-216;377
18-02-23 03:07;355;400;502;-249;-218;377
18-02-23 03:17;355;402;502;-249;-218;377
18-02-23 03:27;355;402;502;-250;-218;377
18-02-23 03:37;355;402;502;-250;-220;377
18-02-23 03:47;355;403;502;-251;-220;377
18-02-23 03:57;355;403;502;-251;-220;378
18-02-23 04:07;355;403;502;-251;-220;378
18-02-23 04:17;355;404;502;-252;-222;378
18-02-23 04:27;355;404;502;-252;-222;378
18-02-23 04:37;355;404;502;-253;-222;378
18-02-23 04:47;355;405;502;-253;-224;378
18-02-23 04:57;355;406;502;-254;-224;379
18-02-23 05:07;356;406;502;-255;-224;379
18-02-23 05:17;356;406;502;-255;-225;379
18-02-23 05:27;356;407;503;-255;-226;379
18-02-23 05:37;356;407;503;-256;-226;379
18-02-23 05:47;356;407;503;-256;-228;379
18-02-23 05:57;357;407;503;-257;-228;379
18-02-23 06:07;357;409;504;-257;-228;379
18-02-23 06:17;357;409;504;-258;-228;379
18-02-23 06:27;357;409;504;-258;-229;379
18-02-23 06:37;357;410;504;-258;-230;379
18-02-23 06:47;357;410;504;-259;-230;379
18-02-23 06:57;357;410;504;-259;-230;379
18-02-23 07:07;357;410;504;-260;-232;379
18-02-23 07:17;357;412;504;-261;-232;379
18-02-23 07:27;357;412;504;-261;-232;379
18-02-23 07:37;357;412;504;-261;-233;379
18-02-23 07:47;357;413;504;-262;-234;381
18-02-23 07:57;357;413;504;-263;-234;381
18-02-23 08:07;357;414;504;-263;-235;381
18-02-23 08:17;357;414;504;-263;-236;381
18-02-23 08:27;357;414;504;-264;-236;381
18-02-23 08:37;358;415;505;-265;-237;381
18-02-23 08:47;358;415;505;-266;-238;382
18-02-23 08:57;358;415;505;-266;-238;382
18-02-23 09:07;358;416;505;-267;-239;382
18-02-23 09:17;358;416;505;-267;-240;382
18-02-23 09:27;359;416;505;-268;-240;382
18-02-23 09:37;359;417;505;-268;-241;383
18-02-23 09:47;359;417;505;-269;-242;383
18-02-23 09:57;359;419;505;-269;-242;383
18-02-23 10:07;359;419;505;-270;-244;383
18-02-23 10:17;359;419;505;-270;-244;383
18-02-23 10:27;359;420;505;-271;-245;385
18-02-23 10:37;359;420;505;-272;-246;385
18-02-23 10:47;359;420;505;-272;-246;385
18-02-23 10:57;359;420;505;-272;-247;385
18-02-23 11:07;359;420;505;-273;-248;385
18-02-23 11:17;359;420;505;-273;-248;385
18-02-23 11:27;359;422;505;-274;-249;385
18-02-23 11:37;359;422;505;-275;-249;385
18-02-23 11:47;359;422;505;-276;-250;385
18-02-23 11:57;359;423;505;-276;-251;385
18-02-23 12:07;359;423;505;-277;-252;385
18-02-23 12:17;359;423;505;-278;-252;385
18-02-23 12:27;359;424;505;-278;-253;385
18-02-23 12:37;360;424;505;-279;-254;386
18-02-23 12:47;360;424;505;-280;-255;386
18-02-23 12:57;360;426;506;-280;-255;386
18-02-23 13:07;360;426;506;-281;-256;387
18-02-23 13:17;361;426;506;-282;-257;387
18-02-23 13:27;361;426;506;-283;-258;387
18-02-23 13:37;361;428;507;-283;-259;387
18-02-23 13:48;361;428;507;-284;-260;387
18-02-23 13:58;361;429;507;-284;-260;387
18-02-23 14:08;361;430;507;-285;-261;387
18-02-23 14:18;361;430;507;-285;-262;387
18-02-23 14:28;361;430;507;-282;-263;387
18-02-23 14:38;362;432;508;-282;-264;389
18-02-23 14:48;362;432;508;-283;-264;389
18-02-23 14:58;362;432;508;-284;-265;389
18-02-23 15:08;362;433;508;-285;-266;389
18-02-23 15:18;362;433;509;-285;-266;389
18-02-23 15:28;363;433;509;-286;-267;389
18-02-23 15:38;363;434;509;-286;-268;389
18-02-23 15:48;363;434;509;-287;-268;389
18-02-23 15:58;363;434;509;-287;-269;389
18-02-23 16:08;363;435;509;-288;-270;389
18-02-23 16:18;363;435;509;-288;-270;389
18-02-23 16:28;363;435;509;-289;-271;389
18-02-23 16:38;363;435;509;-289;-271;389
18-02-23 16:48;363;435;509;-290;-272;389
18-02-23 16:58;363;437;510;-290;-273;390
18-02-23 17:08;363;437;510;-291;-273;390
18-02-23 17:18;364;437;510;-291;-274;390
18-02-23 17:28;364;438;510;-292;-274;390
18-02-23 17:38;365;438;510;-293;-275;390
18-02-23 17:48;365;438;510;-293;-275;390
18-02-23 17:58;365;438;510;-293;-276;390
18-02-23 18:08;365;440;510;-294;-276;390
18-02-23 18:18;365;440;511;-294;-277;390
18-02-23 18:28;365;440;511;-294;-277;390
18-02-23 18:38;365;440;511;-295;-278;390
18-02-23 18:48;365;440;511;-295;-278;390
18-02-23 18:58;365;442;511;-295;-278;390
18-02-23 19:08;365;442;511;-296;-279;390
18-02-23 19:18;365;442;511;-296;-280;390
18-02-23 19:28;365;442;511;-297;-280;390
18-02-23 19:38;365;442;511;-297;-280;390
18-02-23 19:48;365;442;511;-298;-281;390
18-02-23 19:58;366;444;511;-299;-282;393
18-02-23 20:08;366;444;511;-299;-282;393
18-02-23 20:18;366;444;511;-299;-282;393
18-02-23 20:28;366;444;511;-300;-283;393
18-02-23 20:38;367;444;511;-301;-284;393
18-02-23 20:48;367;445;511;-301;-284;393
18-02-23 20:58;367;445;511;-301;-284;393
18-02-23 21:08;367;446;511;-302;-285;393
18-02-23 21:18;367;446;511;-302;-286;393
18-02-23 21:28;367;446;512;-303;-286;393
18-02-23 21:38;367;446;512;-303;-286;393
18-02-23 21:48;367;446;512;-304;-287;394
18-02-23 21:58;367;446;512;-305;-288;394
18-02-23 22:08;367;448;512;-305;-288;395
18-02-23 22:18;367;448;513;-307;-290;395
18-02-23 22:28;368;449;513;-307;-290;395
18-02-23 22:38;368;449;513;-308;-290;396
18-02-23 22:48;368;449;513;-308;-292;396
18-02-23 22:58;368;451;513;-309;-292;396
18-02-23 23:08;369;451;513;-310;-292;396
18-02-23 23:18;369;451;513;-311;-294;396
18-02-23 23:28;369;451;513;-311;-294;396
18-02-23 23:38;369;452;513;-312;-294;396
18-02-23 23:48;369;452;514;-313;-294;397
18-02-23 23:58;369;452;514;-313;-296;397
19-02-23 00:08;369;473;514;-314;-296;397
19-02-23 00:18;369;473;514;-315;-296;397
19-02-23 00:28;370;474;514;-315;-298;397
19-02-23 00:38;370;474;515;-316;-298;397
19-02-23 00:48;370;474;515;-316;-298;397
19-02-23 00:58;371;474;515;-317;-298;397
19-02-23 01:08;371;474;515;-318;-300;397
19-02-23 01:18;371;476;516;-318;-300;397
19-02-23 01:28;371;476;516;-319;-300;398
19-02-23 01:38;371;476;516;-319;-300;398
19-02-23 01:48;371;476;517;-320;-300;398
19-02-23 01:58;371;476;517;-320;-302;398
19-02-23 02:08;371;476;517;-321;-302;398
19-02-23 02:18;371;478;517;-322;-302;398
19-02-23 02:28;372;478;517;-322;-302;398
19-02-23 02:38;372;478;517;-322;-302;398
19-02-23 02:48;372;478;517;-323;-302;398
19-02-23 02:58;372;478;517;-324;-304;398
19-02-23 03:08;372;479;517;-324;-304;399
19-02-23 03:18;372;479;517;-325;-304;399
19-02-23 03:28;372;479;517;-325;-304;399
19-02-23 03:38;372;479;517;-325;-304;399
19-02-23 03:48;373;479;517;-326;-304;399
19-02-23 03:58;373;479;517;-327;-305;399
19-02-23 04:08;373;479;517;-327;-306;399
19-02-23 04:18;373;479;517;-328;-306;399
19-02-23 04:28;373;481;517;-328;-306;399
19-02-23 04:38;373;481;517;-328;-306;399
19-02-23 04:48;373;481;518;-328;-306;399
19-02-23 04:58;373;481;518;-329;-306;400
19-02-23 05:08;373;481;518;-330;-308;400
19-02-23 05:18;373;481;518;-330;-308;400
19-02-23 05:28;373;483;518;-330;-308;400
19-02-23 05:38;374;483;518;-330;-308;400
19-02-23 05:48;374;483;518;-331;-308;400
19-02-23 05:58;374;483;518;-331;-309;400
19-02-23 06:08;374;483;518;-331;-310;400
19-02-23 06:18;375;483;518;-332;-310;400
19-02-23 06:28;375;483;518;-332;-310;400
19-02-23 06:38;375;483;518;-332;-310;400
19-02-23 06:48;375;483;518;-332;-310;400
19-02-23 06:58;375;483;518;-332;-310;400
19-02-23 07:08;375;483;518;-332;-310;400
19-02-23 07:18;375;483;518;-333;-310;400
19-02-23 07:28;375;483;518;-333;-312;400
19-02-23 07:38;375;483;518;-334;-312;400
19-02-23 07:48;375;483;518;-334;-312;400
19-02-23 07:58;375;486;518;-335;-312;400
19-02-23 08:08;375;486;519;-335;-313;400
19-02-23 08:18;375;486;519;-335;-314;400
19-02-23 08:28;375;486;519;-336;-314;400
19-02-23 08:38;375;486;519;-337;-314;400
19-02-23 08:48;375;486;519;-338;-315;401
19-02-23 08:58;376;486;519;-338;-316;401
19-02-23 09:08;376;488;520;-338;-316;401
19-02-23 09:18;376;488;520;-339;-316;402
19-02-23 09:28;376;488;520;-340;-318;402
19-02-23 09:38;377;488;520;-340;-318;402
19-02-23 09:48;377;488;520;-340;-318;402
19-02-23 09:58;377;488;520;-341;-320;402
19-02-23 10:08;377;488;520;-342;-320;402
19-02-23 10:18;377;488;520;-342;-320;402
19-02-23 10:28;377;488;520;-343;-321;402
19-02-23 10:38;377;490;520;-343;-322;402
19-02-23 10:48;377;490;520;-343;-322;402
19-02-23 10:58;377;490;520;-344;-322;402
19-02-23 11:08;377;490;520;-344;-323;402
19-02-23 11:18;377;490;520;-345;-324;402
19-02-23 11:28;377;490;520;-346;-324;402
19-02-23 11:38;377;492;520;-346;-325;402
19-02-23 11:48;377;492;520;-346;-325;402
19-02-23 11:58;377;492;520;-347;-326;402
19-02-23 12:08;377;492;520;-348;-327;402
19-02-23 12:18;377;492;520;-348;-328;402
19-02-23 12:28;377;492;520;-349;-329;402
19-02-23 12:38;377;494;520;-350;-329;402
19-02-23 12:48;377;494;520;-351;-331;402
19-02-23 12:58;378;494;521;-352;-331;403
19-02-23 13:08;378;494;521;-353;-332;403
19-02-23 13:18;379;494;521;-353;-333;403
19-02-23 13:28;379;496;522;-354;-334;403
19-02-23 13:38;379;496;522;-354;-335;403
19-02-23 13:48;379;496;522;-355;-336;403
19-02-23 13:58;379;496;522;-356;-337;404
19-02-23 14:08;379;496;523;-356;-338;404
19-02-23 14:18;379;496;523;-357;-339;404
19-02-23 14:28;379;496;523;-358;-340;404
19-02-23 14:38;379;496;524;-359;-341;404
19-02-23 14:48;380;496;524;-359;-342;405
19-02-23 14:58;380;496;524;-360;-342;405
19-02-23 15:08;380;499;524;-361;-343;405
19-02-23 15:18;381;499;524;-361;-344;405
19-02-23 15:28;381;499;524;-362;-345;406
19-02-23 15:38;381;499;525;-362;-346;406
19-02-23 15:48;381;499;525;-363;-346;406
19-02-23 15:58;381;499;525;-364;-348;406
19-02-23 16:08;381;499;525;-364;-349;406
19-02-23 16:18;381;499;525;-365;-349;406
19-02-23 16:28;381;501;525;-366;-350;406
19-02-23 16:38;381;501;525;-366;-350;406
19-02-23 16:48;382;501;526;-367;-351;407
19-02-23 16:58;382;501;526;-367;-352;407
19-02-23 17:08;383;501;526;-368;-353;407
19-02-23 17:18;383;503;526;-369;-353;407
19-02-23 17:28;383;503;527;-369;-354;407
